Uniprot_ID;Gene_ID;Gene;Function;Essentiality_Y_N;Essentiality_0_1;Essentiality_0_1keeping;Essentiality_0_11notkeeping
P77562;b0378;yaiW;Hypothetical protein yaiW;N;0;0;0
P77669;b0379;yaiY;Hypothetical protein yaiY;E;1;1;0
P77273;b0380;yaiZ;Hypothetical protein yaiZ;N;0;0;0
P21515;b0404;yajB;Hypothetical protein yajB;N;0;0;0
P19677;b0407;yajC;Hypothetical protein yajC;?;0;1;1
P19678;b0410;yajD;Hypothetical protein yajD;N;0;0;0
P23917;b0394;yajF;Hypothetical protein yajF;N;0;0;0
P36671;b0434;yajG;Hypothetical lipoprotein yajG precursor;N;0;0;0
P46122;b0412;yajI;Hypothetical lipoprotein yajI precursor;N;0;0;0
P77735;b0419;yajO;Hypothetical oxidoreductase yajO (EC 1.-.-.-);N;0;0;0
P77482;b0426;yajQ;Protein yajQ;N;0;0;0
P77726;b0427;yajR;Hypothetical transport protein yajR;N;0;0;0
P09161;b0456;ybaA;Hypothetical protein ybaA;E;1;1;0
P17577;b0471;ybaB;Hypothetical protein ybaB;N;0;0;0
P25538;b0413;ybaD;Hypothetical protein ybaD;?;0;0;0
P46890;b0445;ybaE;Hypothetical protein ybaE;N;0;0;0
P37611;b0461;ybaJ;Hypothetical protein ybaJ;N;0;0;0
P37175;b0481;ybaK;Protein ybaK;N;0;0;0
P39830;b0478;ybaL;Hypothetical protein ybaL;N;0;0;0
P45807;b0466;ybaM;Hypothetical protein ybaM;?;0;0;0
P45808;b0468;ybaN;Hypothetical protein ybaN;E;1;1;0
P54986;b0447;ybaO;Hypothetical transcriptional regulator ybaO;N;0;0;0
P77301;b0482;ybaP;Hypothetical protein ybaP;E;1;1;0
P77303;b0483;ybaQ;Hypothetical protein ybaQ;E;1;1;1
P77454;b0485;ybaS;Probable glutaminase ybaS (EC 3.5.1.2);N;0;0;0
P77400;b0486;ybaT;Hypothetical transport protein ybaT;N;0;0;0
P77415;b0442;ybaV;Hypothetical protein ybaV precursor;E;1;1;0
P77712;b0443;ybaW;Hypothetical protein ybaW;N;0;0;0
P77756;b0444;ybaX;Hypothetical protein ybaX;N;0;0;0
P77717;b0453;ybaY;Hypothetical protein ybaY precursor;N;0;0;0
P75707;b0454;ybaZ;Hypothetical protein ybaZ;N;0;0;0
P31219;b0495;ybbA;Hypothetical ABC transporter ATP-binding protein ybbA;N;0;0;0
P33667;b0503;ybbB;Hypothetical protein ybbB;N;0;0;0
P33668;b0498;ybbC;Hypothetical protein ybbC precursor;E;1;1;0
P33669;b0500;ybbD;Hypothetical protein ybbD;?;0;0;0
P75709;b0488;ybbJ;Hypothetical protein ybbJ;N;0;0;0
P77367;b0489;ybbK;Hypothetical protein ybbK;N;0;0;0
P77279;b0490;ybbL;Hypothetical ABC transporter ATP-binding protein ybbL;N;0;0;0
P77307;b0491;ybbM;Hypothetical protein ybbM;N;0;0;0
P77395;b0492;ybbN;Hypothetical protein ybbN;N;0;0;0
P77388;b0493;ybbO;Hypothetical oxidoreductase ybbO (EC 1.-.-.-);N;0;0;0
P77504;b0496;ybbP;Hypothetical protein ybbP;N;0;0;0
P77702;b0504;ybbS;Hypothetical transcriptional regulator ybbS;N;0;0;0
P75711;b0510;ybbV;Hypothetical protein ybbV;N;0;0;0
P75712;b0511;ybbW;Putative allantoin permease;N;0;0;0
P77328;b0513;ybbY;Putative purine permease ybbY;N;0;0;0
P37325;b0567;ybcH;Hypothetical protein ybcH precursor;N;0;0;0
P45570;b0527;ybcI;Hypothetical protein ybcI;?;0;0;0
P45571;b0528;ybcJ;Hypothetical protein ybcJ;?;0;0;0
P77698;b0544;ybcK;Hypothetical protein ybcK;N;0;0;0
P77368;b0545;ybcL;Protein ybcL precursor;N;0;0;0
P77634;b0546;ybcM;Hypothetical transcriptional regulator ybcM;N;0;0;0
Q47269;b0547;ybcN;Hypothetical protein ybcN in lambdoid DLP12 prophage region;E;1;1;0
Q47271;b0549;ybcO;Hypothetical protein ybcO in lambdoid DLP12 prophage region;E;1;1;0
Q47274;b0551;ybcQ;Antitermination protein Q homolog from lambdoid prophage DLP12;N;0;0;0
P78285;b0555;ybcS;Probable lysozyme from lambdoid prophage DLP12 (EC 3.2.1.17);N;0;0;0
P77598;b0558;ybcV;Hypothetical protein ybcV;E;1;1;0
P75720;b0559;ybcW;Hypothetical protein ybcW precursor;?;0;0;0
P77460;b0562;ybcY;Hypothetical protein ybcY precursor;N;0;0;0
P24077;b0591;ybdA;Hypothetical membrane protein P43;X;0;0;0
P15050;b0597;ybdB;Hypothetical protein ybdB;N;0;0;0
P23518;;ybdD;Hypothetical protein ybdD;?;0;0;0
P39454;b0579;ybdF;Hypothetical protein ybdF;N;0;0;0
P39455;b0577;ybdG;Hypothetical protein ybdG;N;0;0;0
P45579;b0599;ybdH;Hypothetical oxidoreductase ybdH (EC 1.1.-.-);N;0;0;0
P77506;b0580;ybdJ;Hypothetical protein ybdJ;N;0;0;0
P77213;b0581;ybdK;Hypothetical protein ybdK;N;0;0;0
P77806;b0600;ybdL;Hypothetical aminotransferase ybdL (EC 2.6.1.-);N;0;0;0
P77174;b0601;ybdM;Hypothetical protein ybdM;N;0;0;0
P77216;b0602;ybdN;Hypothetical protein ybdN;N;0;0;0
P77746;b0603;ybdO;Hypothetical transcriptional regulator ybdO;N;0;0;0
P39177;b0607;ybdQ;Unknown protein from 2D-page;N;0;0;0
P77316;b0608;ybdR;Hypothetical zinc-type alcohol dehydrogenase-like protein ybdR;N;0;0;0
P18393;;ybdZ;Hypothetical protein ybdZ;?;0;0;0
P05850;b0636;ybeA;Hypothetical protein ybeA;E;1;1;0
P05848;b0637;ybeB;Hypothetical protein ybeB;N;0;0;0
P30977;b0631;ybeD;Hypothetical protein ybeD;N;0;0;0
P30979;b0629;ybeF;Hypothetical transcriptional regulator ybeF;N;0;0;0
P41409;b0651;ybeK;Hypothetical protein ybeK;N;0;0;0
P46129;b0643;ybeL;Hypothetical protein ybeL;?;0;0;0
P39874;b0625;ybeM;HYPOTHETICAL PROTEIN YBEM;?;0;0;0
P39874;b0626;ybeM;Hypothetical protein ybeM;N;0;0;0
P77234;b0644;ybeQ;Hypothetical protein ybeQ;N;0;0;0
P77627;b0645;ybeR;Hypothetical protein ybeR;N;0;0;0
P77381;b0646;ybeS;Hypothetical J-domain protein ybeS;N;0;0;0
P77296;b0647;ybeT;Hypothetical protein ybeT;N;0;0;0
P77427;b0648;ybeU;Hypothetical protein ybeU;N;0;0;0
P77359;b0649;ybeV;Hypothetical J-domain protein ybeV;N;0;0;0
P77385;b0659;ybeY;Hypothetical protein ybeY;E;1;1;0
P77349;b0660;ybeZ;PhoH-like protein;N;0;0;0
P28913;b0699;ybfA;Hypothetical protein ybfA precursor;N;0;0;0
P28914;b0702;ybfB;Hypothetical protein ybfB;E;1;1;0
P28915;b0704;ybfC;Hypothetical protein ybfC precursor;E;1;1;0
Q9ZBC8;;ybfD;H repeat-associated protein in rhsC 3'region;X;0;0;0
P28916;b0706;ybfD;H repeat-associated protein ybfD;N;0;0;0
P75735;b0685;ybfE;Hypothetical protein ybfE;N;0;0;0
P75736;b0686;ybfF;Putative esterase/lipase ybfF (EC 3.1.-.-);N;0;0;0
P37003;;ybfG;Hypothetical protein ybfG;?;0;0;0
P37004;b0691;ybfH;;N;0;0;0
P46146;;ybfJ;Hypothetical protein ybfJ;N;0;0;0
P46121;;ybfK;Hypothetical protein ybfK;N;0;0;0
P75741;b0705;ybfL;H REPEAT-ASSOCIATED PROTEIN IN RHSC-PHRB INTERGENIC REGION (ORF-H2).;N;0;0;0
P75733;b0681;ybfM;Hypothetical protein ybfM;N;0;0;0
P75734;b0682;ybfN;Hypothetical lipoprotein ybfN precursor;E;1;1;0
P77779;b0703;ybfO;Hypothetical protein ybfO;N;0;0;0
P75737;b0689;ybfP;Hypothetical lipoprotein ybfP precursor;N;0;0;0
P24252;b0707;ybgA;Hypothetical protein ybgA;X;0;0;0
P08999;b0736;ybgC;Protein ybgC;E;1;1;1
P37909;b0719;ybgD;Hypothetical fimbrial-like protein ybgD precursor;?;0;0;0
P37343;b0735;ybgE;Protein ybgE;N;0;0;0
P45955;b0742;ybgF;Hypothetical protein ybgF precursor;N;0;0;0
P54746;b0732;ybgG;Hypothetical protein ybgG;N;0;0;0
P75742;b0709;ybgH;Hypothetical transporter ybgH;N;0;0;0
P75743;b0710;ybgI;Hypothetical protein ybgI;N;0;0;0
P75744;b0711;ybgJ;Hypothetical protein ybgJ;N;0;0;0
P75745;b0712;ybgK;Hypothetical protein ybgK;N;0;0;0
P75746;b0713;ybgL;Protein ybgL;X;0;0;0
P75748;b0716;ybgO;Hypothetical protein ybgO precursor;N;0;0;0
P75749;b0717;ybgP;Hypothetical fimbrial chaperone ybgP precursor;E;1;1;0
P75750;b0718;ybgQ;Hypothetical outer membrane usher protein ybgQ precursor;N;0;0;0
P75758;b0753;ybgS;Hypothetical protein ybgS precursor;N;0;0;0
P56100;;ybgT;Protein ybgT;?;0;0;0
P21829;b0766;ybhA;Hypothetical protein ybhA;E;1;1;0
P12994;b0773;ybhB;Protein ybhB;N;0;0;0
P46130;b0772;ybhC;Putative lipoprotein ybHC precursor;N;0;0;0
P52696;b0768;ybhD;Hypothetical transcriptional regulator ybhD;N;0;0;0
P52697;b0767;ybhE;Hypothetical protein ybhE;N;0;0;0
P75776;b0794;ybhF;Hypothetical ABC transporter ATP-binding protein ybhF;N;0;0;0
P75777;b0795;ybhG;Hypothetical membrane protein ybhG;N;0;0;0
P75762;b0769;ybhH;Hypothetical protein ybhH;N;0;0;0
P75763;b0770;ybhI;Hypothetical protein ybhI;N;0;0;0
P75764;b0771;ybhJ;Hypothetical protein ybhJ;N;0;0;0
P75767;b0780;ybhK;Hypothetical protein ybhK;N;0;0;0
P75768;b0786;ybhL;Hypothetical protein ybhL;N;0;0;0
P75769;b0787;ybhM;Hypothetical protein ybhM;N;0;0;0
P75770;b0788;ybhN;Hypothetical protein ybhN;E;1;1;0
P75771;b0789;ybhO;Hypothetical protein ybhO;N;0;0;0
P75772;b0790;ybhP;Hypothetical protein ybhP;N;0;0;0
P75773;b0791;ybhQ;Hypothetical protein ybhQ;E;1;1;0
P75774;b0792;ybhR;Hypothetical protein ybhR;N;0;0;0
P75775;b0793;ybhS;Hypothetical protein ybhS;N;0;0;0
P75759;b0762;ybhT;Hypothetical protein ybhT precursor;?;0;0;0
P30176;b0798;ybiA;Hypothetical protein ybiA;E;1;1;0
P30177;b0800;ybiB;Hypothetical protein ybiB;N;0;0;0
P30178;b0801;ybiC;Hypothetical oxidoreductase ybiC (EC 1.1.1.-);N;0;0;0
P36545;b0813;ybiF;Hypothetical transport protein ybiF;N;0;0;0
P41037;b0796;ybiH;Hypothetical transcriptional regulator ybiH;N;0;0;0
P41039;b0803;ybiI;Hypothetical protein ybiI;N;0;0;0
P41038;b0802;ybiJ;Hypothetical protein ybiJ precursor;?;0;0;0
P37595;b0828;ybiK;Putative L-asparaginase precursor (EC 3.5.1.1);N;0;0;0
P75780;b0805;ybiL;Probable tonB-dependent receptor ybiL precursor;N;0;0;0
P75781;b0806;ybiM;Hypothetical protein ybiM;N;0;0;0
P75782;b0807;ybiN;Hypothetical protein ybiN;N;0;0;0
P75783;b0808;ybiO;Hypothetical protein ybiO;N;0;0;0
P75785;b0815;ybiP;Hypothetical protein ybiP;N;0;0;0
P75788;b0818;ybiR;Hypothetical protein ybiR;N;0;1;1
P75789;b0819;ybiS;Protein ybiS precursor;N;0;0;0
P75790;b0820;ybiT;Hypothetical ABC transporter ATP-binding protein ybiT;N;0;0;0
P75791;b0821;ybiU;Hypothetical protein ybiU;N;0;0;0
P75792;b0822;ybiV;Hypothetical protein ybiV;N;0;0;0
P75793;b0823;ybiW;Putative formate acetyltransferase 3 (EC 2.3.1.54);N;0;0;0
P75779;b0804;ybiX;Hypothetical protein ybiX;N;0;0;0
P75794;b0824;ybiY;Putative pyruvate formate-lyase 3 activating enzyme (EC 1.97.1.4);N;0;0;0
P46119;b0850;ybjC;Hypothetical protein ybjC;E;1;1;0
P75828;b0876;ybjD;Hypothetical protein ybjD;N;0;0;0
P75826;b0874;ybjE;Hypothetical protein ybjE;N;0;0;0
P75817;b0859;ybjF;Hypothetical RNA methyltransferase ybjF (EC 2.1.1.-);N;0;0;0
P75806;b0841;ybjG;Hypothetical protein ybjG;N;0;0;0
P75808;b0843;ybjH;Hypothetical protein ybjH precursor;N;0;0;0
P75809;b0844;ybjI;Protein ybjI;N;0;0;0
P75810;b0845;ybjJ;Hypothetical protein ybjJ;N;0;0;0
P75811;b0846;ybjK;Hypothetical protein ybjK;E;1;1;0
P75812;b0847;ybjL;Hypothetical membrane protein ybjL;N;0;0;0
P75813;b0848;ybjM;Hypothetical protein ybjM;N;0;0;0
P75815;b0853;ybjN;Hypothetical protein ybjN;?;0;0;0
P75816;b0858;ybjO;Hypothetical protein ybjO;N;0;0;0
P75818;b0865;ybjP;Putative lipoprotein ybjP precursor;E;1;1;0
P75819;b0866;ybjQ;Hypothetical protein ybjQ;E;1;1;0
P75820;b0867;ybjR;Probable N-acetylmuramoyl-L-alanine amidase ybjR (EC 3.5.1.28);E;1;1;0
P75821;b0868;ybjS;Hypothetical protein ybjS;E;1;1;0
P75822;b0869;ybjT;Hypothetical protein ybjT;N;0;0;0
P75829;b0877;ybjX;Hypothetical protein ybjX;N;0;0;0
P21367;b0897;ycaC;Protein ycaC;E;1;1;0
P21503;b0898;ycaD;Hypothetical protein ycaD;N;0;0;0
P37443;b0913;ycaI;Hypothetical protein ycaI;N;0;0;0
P45526;b0892;ycaJ;Hypothetical protein ycaJ;N;0;0;0
P43340;b0901;ycaK;Putative NAD(P)H oxidoreductase ycaK (EC 1.6.99.-);N;0;0;0
P43674;b0909;ycaL;Putative metalloprotease ycaL (EC 3.4.24.-);N;0;0;0
P75835;b0899;ycaM;Hypothetical transporter ycaM;N;0;0;0
P75836;b0900;ycaN;Hypothetical transcriptional regulator ycaN;N;0;0;0
P75838;b0905;ycaO;Hypothetical protein ycaO;N;0;0;0
P75839;b0906;ycaP;Hypothetical protein ycaP;N;0;0;0
P75843;b0916;ycaQ;Hypothetical protein ycaQ;N;0;0;0
P75844;b0917;ycaR;Protein ycaR;?;0;1;1
P22525;b0925;ycbB;Hypothetical protein ycbB;N;0;0;0
P36565;b0920;ycbC;Hypothetical protein ycbC;N;0;0;0
P40876;b0944;ycbF;Hypothetical fimbrial chaperone ycbF precursor;N;0;0;0
P45569;b0956;ycbG;Hypothetical protein ycbG;N;0;0;0
P75845;b0919;ycbJ;Hypothetical protein ycbJ;N;0;0;0
P75848;b0926;ycbK;Hypothetical protein ycbK;E;1;1;0
P75849;b0927;ycbL;Hypothetical protein ycbL;N;0;0;0
P75855;b0938;ycbQ;Hypothetical fimbrial-like protein ycbQ precursor;N;0;0;0
P75856;b0939;ycbR;Hypothetical fimbrial chaperone ycbR precursor;N;0;0;0
P75857;b0940;ycbS;Hypothetical outer membrane usher protein ycbS precursor;N;0;0;0
P75858;b0941;ycbT;Hypothetical fimbrial-like protein ycbT precursor;N;0;0;0
P75859;b0942;ycbU;Hypothetical fimbrial-like protein ycbU precursor;N;0;0;0
P75860;b0943;ycbV;Hypothetical fimbrial-like protein ycbV precursor;N;0;0;0
P75862;b0946;ycbW;Hypothetical protein ycbW;N;0;0;0
P75863;b0947;ycbX;Hypothetical protein ycbX;N;0;0;0
P75864;b0948;ycbY;Hypothetical protein ycbY;N;0;0;0
P75867;b0955;ycbZ;Putative protease La homolog (EC 3.4.21.-);N;0;0;0
P06967;b0970;yccA;Hypothetical protein yccA;N;0;0;0
P36660;b0999;yccD;Hypothetical protein yccD;E;1;1;0
P36661;b1001;yccE;Hypothetical protein yccE;N;0;0;0
P37065;b0961;yccF;Hypothetical protein yccF;N;0;0;0
P46131;b1003;yccJ;Hypothetical protein yccJ;?;0;0;0
P45572;b0969;yccK;Hypothetical protein yccK;X;0;0;0
P52636;b0992;yccM;Putative electron transport protein yccM;N;0;0;0
P75869;b0959;yccR;Hypothetical protein yccR;N;0;0;0
P75870;b0960;yccS;Hypothetical protein yccS;N;0;0;0
P75873;b0964;yccT;Hypothetical protein yccT precursor;N;0;0;0
P75874;b0965;yccU;Protein yccU;E;1;1;0
P75875;b0966;yccV;Hypothetical protein yccV;N;0;0;0
P75876;b0967;yccW;Hypothetical protein yccW;N;0;0;0
P75877;b0968;yccX;Putative acylphosphatase (EC 3.6.1.7);N;0;0;0
P75881;b0983;yccZ;Putative polysaccharide export protein yccZ precursor;N;0;0;0
P31545;b1019;ycdB;Hypothetical protein ycdB precursor;N;0;0;0
P75899;b1013;ycdC;Hypothetical transcriptional regulator ycdC;N;0;0;0
Q9ZN60;b1005;ycdF;ORF, HYPOTHETICAL PROTEIN;?;0;0;0
P75892;b1006;ycdG;Putative purine permease ycdG;N;0;0;0
P75893;b1007;ycdH;Putative flavin:NADH reductase ycdH (EC 1.6.8.-);N;0;0;0
P75894;b1008;ycdI;Putative NADH dehydrogenase/NAD(P)H nitroreductase ycdI (EC 1.-.-.-);N;0;0;0
P75895;b1009;ycdJ;Hypothetical protein ycdJ;N;0;0;0
P75896;b1010;ycdK;Hypothetical protein ycdK;E;1;1;0
P75897;b1011;ycdL;Hypothetical isochorismatase family protein ycdL;E;1;1;0
P75898;b1012;ycdM;Putative monooxygenase ycdM;N;0;0;0
P75901;b1017;ycdN;Hypothetical protein ycdN;N;0;0;0
P75902;b1018;ycdO;Protein ycdO;N;0;0;0
P75904;b1021;ycdP;Hypothetical protein ycdP;N;0;0;0
P75905;b1022;ycdQ;Hypothetical protein ycdQ;N;0;0;0
P75906;b1023;ycdR;Hypothetical lipoprotein ycdR precursor;N;0;0;0
P75907;b1024;ycdS;Hypothetical protein ycdS precursor;N;0;0;0
P75908;b1025;ycdT;Hypothetical protein ycdT;N;0;0;0
P75910;b1029;ycdU;Hypothetical protein ycdU;N;0;0;0
P75913;b1033;ycdW;Putative 2-hydroxyacid dehydrogenase ycdW;E;1;1;0
P75914;b1034;ycdX;Hypothetical protein ycdX precursor;E;1;1;0
P75915;b1035;ycdY;Hypothetical protein ycdY;N;0;0;0
P75916;b1036;ycdZ;Hypothetical protein ycdZ;E;1;1;0
P24188;b1055;yceA;Hypothetical protein yceA;N;0;0;0
P09995;b1063;yceB;Putative lipoprotein yceB precursor;N;0;0;0
P14189;b1088;yceD;Hypothetical protein yceD;N;0;0;0
P25744;b1053;yceE;Hypothetical transport protein yceE;N;0;0;0
P27244;b1087;yceF;Maf-like protein yceF;N;0;0;0
P28306;b1097;yceG;Hypothetical protein yceG;N;0;0;0
P29217;b1067;yceH;Hypothetical protein yceH;N;0;0;0
P37904;b1056;yceI;Protein yceI precursor;N;0;0;0
P75925;b1057;yceJ;Cytochrome b561 homolog 2;N;0;0;0
P45806;b1050;yceK;Hypothetical protein yceK precursor;N;0;0;0
P77042;b1065;yceL;Hypothetical transport protein yceL;N;0;0;0
P75926;b1058;yceO;Hypothetical protein yceO;?;0;0;0
P75927;b1060;yceP;Hypothetical protein yceP;N;0;0;0
P25746;b1132;ycfC;Hypothetical protein ycfC;N;0;0;0
P27431;b1128;ycfD;Hypothetical protein ycfD;E;1;1;0
P36950;b1103;ycfF;HIT-like protein ycfF;N;0;0;0
P37346;b1100;ycfH;Putative deoxyribonuclease ycfH (EC 3.1.21.-);N;0;0;0
P37796;b1110;ycfJ;Hypothetical protein ycfJ;N;0;0;0
P45581;b1154;ycfK;Hypothetical protein ycfK;N;0;0;0
P75946;b1104;ycfL;Hypothetical protein ycfL;N;0;0;0
P75947;b1105;ycfM;Hypothetical protein ycfM;N;0;0;0
P75948;b1106;ycfN;Hypothetical protein ycfN;N;0;0;0
P75950;b1108;ycfP;Hypothetical protein ycfP;E;1;1;0
P75952;b1111;ycfQ;Hypothetical transcriptional regulator ycfQ;N;0;0;0
P75953;b1112;ycfR;Hypothetical protein ycfR precursor;N;0;0;0
P75954;b1113;ycfS;Hypothetical protein ycfS precursor;N;0;0;0
P75955;b1115;ycfT;Hypothetical protein ycfT;N;0;0;0
P75959;b1119;ycfX;Hypothetical protein ycfX;N;0;0;0
P75961;b1121;ycfZ;Hypothetical protein ycfZ;N;0;0;0
P29013;b1188;ycgB;Hypothetical protein ycgB;N;0;0;0
P37349;b1198;ycgC;Hypothetical protein ycgC;N;0;0;0
P75989;b1162;ycgE;Hypothetical transcriptional regulator ycgE;N;0;0;0
P75990;b1163;ycgF;Hypothetical protein ycgF;N;0;0;0
P75995;b1168;ycgG;Hypothetical protein ycgG;N;0;0;0
P76001;b1177;ycgJ;Hypothetical protein ycgJ precursor;N;0;0;0
P76002;b1178;ycgK;Protein ycgK precursor;N;0;0;0
P76003;b1179;ycgL;Protein ycgL;X;0;0;0
P76004;b1180;ycgM;Protein ycgM;E;1;1;0
P76005;b1181;ycgN;Hypothetical protein ycgN;N;0;0;0
P76007;b1191;ycgO;Putative Na(+)/H(+) exchanger ycgO;N;0;0;0
P76010;b1194;ycgR;Hypothetical protein ycgR;N;0;0;0
P76014;b1199;ycgS;Protein ycgS;E;1;1;0
P76015;b1200;ycgT;Hypothetical protein ycgT;N;0;0;0
P76017;b1202;ycgV;Hypothetical protein ycgV;N;0;0;0
P75988;b1161;ycgX;Hypothetical protein ycgX;E;1;1;0
P76012;b1196;ycgY;Hypothetical protein ycgY;N;0;0;0
P75991;b1164;ycgZ;Hypothetical protein ycgZ;N;0;0;0
P20101;b1214;ychA;Hypothetical protein ychA;N;0;0;0
P25743;b1242;ychE;Hypothetical protein yhcE;N;0;0;0
P31216;b1203;ychF;Probable GTP-binding protein ychF;E;1;1;0
P30192;b1239;ychG;Hypothetical protein ychG;N;0;0;0
P31807;b1205;ychH;Hypothetical protein ychH;E;1;1;0
P37052;b1233;ychJ;Hypothetical protein ychJ;N;0;0;0
P37053;b1234;ychK;Hypothetical protein ychK;N;0;0;0
P40877;b1206;ychM;Putative sulfate transporter ychM;N;0;0;0
P39164;b1219;ychN;Hypothetical protein ychN;N;0;0;0
P39165;b1220;ychO;Hypothetical protein ychO;N;0;0;0
Q46755;b1213;ychQ;Hypothetical protein ychQ;E;1;1;0
P04379;b1253;yciA;Putative acyl-CoA thioester hydrolase yciA (EC 3.1.2.-);E;1;1;0
P21365;b1255;yciC;Hypothetical protein yciC;N;0;0;0
P21363;b1257;yciE;Protein yciE;N;0;0;0
P21362;b1258;yciF;Protein yciF;N;0;0;0
P21361;b1259;yciG;Hypothetical protein yciG;N;0;0;0
P08245;b1282;yciH;Protein yciH;N;0;0;0
P31070;b1251;yciI;Protein yciI;N;0;0;0
P31808;b1271;yciK;Hypothetical oxidoreductase yciK (EC 1.-.-.-);E;1;1;0
P37765;b1269;yciL;Hypothetical protein yciL;E;1;1;0
P45576;b1280;yciM;Hypothetical protein yciM precursor;N;0;0;0
P46132;b1273;yciN;Protein yciN;N;0;0;0
P45847;b1267;yciO;Protein yciO;N;0;0;0
P45848;b1268;yciQ;Hypothetical protein yciQ;N;0;0;0
P77334;b1285;yciR;Hypothetical protein yciR;N;0;0;0
P77614;b1279;yciS;Hypothetical protein yciS;E;1;1;0
P76034;b1284;yciT;Hypothetical transcriptional regulator yciT;N;0;0;0
P76028;b1248;yciU;Hypothetical protein yciU;N;0;0;0
P76035;b1287;yciW;Hypothetical protein yciW;?;0;0;0
P58094;;yciX;Hypothetical protein yciX;N;0;0;0
P38522;b1299;ycjC;Hypothetical protein ycjC;N;0;0;0
P45736;b1289;ycjD;Hypothetical protein ycjD;N;0;0;0
P45525;b1322;ycjF;Hypothetical protein ycjF;E;1;1;0
P51981;b1325;ycjG;Hypothetical protein ycjG;N;0;0;0
P51983;b1326;ycjI;Hypothetical protein ycjI;E;1;1;0
P76037;b1296;ycjJ;Hypothetical transport protein ycjJ;N;0;0;0
P78061;b1297;ycjK;Putative glutamine synthetase (EC 6.3.1.2);N;0;0;0
P76038;b1298;ycjL;Hypothetical protein ycjL;N;0;0;0
P76041;b1309;ycjM;Putative sucrose phosphorylase (EC 2.4.1.7);N;0;0;0
P76042;b1310;ycjN;Putative ABC transporter periplasmic binding protein ycjN precursor;N;0;0;0
P77653;b1311;ycjO;Hypothetical ABC transporter permease protein ycjO;N;0;0;0
P77716;b1312;ycjP;Hypothetical ABC transporter permease protein ycjP;N;0;0;0
P76043;b1313;ycjQ;Hypothetical zinc-type alcohol dehydrogenase-like protein ycjQ;N;0;0;0
P76044;b1314;ycjR;Hypothetical protein ycjR;?;0;0;0
P77503;b1315;ycjS;Hypothetical oxidoreductase ycjS (EC 1.-.-.-);N;0;0;0
P77154;b1316;ycjT;Hypothetical transport protein ycjT;N;0;0;0
P77366;b1317;ycjU;Putative beta-phosphoglucomutase (EC 5.4.2.6);N;0;0;0
P77481;b1318;ycjV;Hypothetical ABC transporter ATP-binding protein ycjV;N;0;0;0
P77615;b1320;ycjW;Hypothetical transcriptional regulator ycjW;N;0;0;0
P76046;b1321;ycjX;Hypothetical protein ycjX;N;0;0;0
P76049;b1327;ycjY;Hypothetical protein ycjY;N;0;0;0
P77333;b1328;ycjZ;Hypothetical transcriptional regulator ycjZ;N;0;0;0
P03807;b1333;ydaA;Protein ydaA;N;0;0;0
P33230;b1347;ydaC;Hypothetical protein ydaC;X;0;0;0
P76053;b1340;ydaL;Hypothetical protein ydaL;E;1;1;0
P77302;b1341;ydaM;Hypothetical protein ydaM;N;0;0;0
P76054;b1342;ydaN;Hypothetical protein ydaN;N;0;0;0
P76055;b1344;ydaO;Hypothetical protein ydaO;N;0;0;0
P76057;b1346;ydaQ;Hypothetical protein ydaQ;N;0;0;0
P76063;b1357;ydaS;Hypothetical protein ydaS precursor;E;1;1;0
P76064;b1358;ydaT;Hypothetical protein ydaT;E;1;1;0
P76065;b1359;ydaU;Hypothetical protein ydaU;E;1;1;0
P77546;b1360;ydaV;Hypothetical protein ydaV;N;0;0;0
P76066;b1361;ydaW;Hypothetical protein ydaW;N;0;0;0
P76069;b1366;ydaY;Hypothetical protein ydaY;N;0;0;0
P76858;;ydbA;RtoA protein;N;0;0;0
P33666;;ydbA;Hypothetical protein ydbA;N;0;0;0
P25906;b1406;ydbC;Hypothetical oxidoreductase ydbC (EC 1.-.-.-);N;0;0;0
P25907;b1407;ydbD;Hypothetical protein ydbD;N;0;0;0
P52645;b1381;ydbH;Hypothetical protein ydbH;N;0;0;0
P52646;;ydbJ;Hypothetical protein ydbJ precursor;?;0;0;0
P52647;b1378;ydbK;Probable pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-);N;0;0;0
P76076;b1383;ydbL;Hypothetical protein ydbL precursor;N;0;0;0
P23864;b1419;ydcA;Hypothetical protein ydcA precursor;N;0;0;0
P77193;;ydcB;SIMILAR TO;N;0;0;0
P28917;b1460;ydcC;H repeat-associated protein ydcC;N;0;0;0
P31991;b1457;ydcD;Hypothetical protein ydcD;?;0;0;0
P31992;b1461;ydcE;Hypothetical protein ydcE;N;0;0;0
P34209;b1414;ydcF;Protein ydcF;N;0;0;0
P40120;b1424;ydcG;Protein ydcG precursor;N;0;0;0
P46135;b1426;ydcH;Hypothetical protein ydcH;?;0;0;0
P77171;b1422;ydcI;Hypothetical transcriptional regulator ydcI;N;0;0;0
P76097;b1423;ydcJ;Hypothetical protein ydcJ;N;0;0;0
P76100;b1428;ydcK;Hypothetical protein ydcK;N;0;0;0
P76101;b1431;ydcL;Hypothetical lipoprotein ydcL precursor;N;0;0;0
P76102;b1432;ydcM;Hypothetical protein ydcM;N;0;0;0
P77626;b1434;ydcN;Hypothetical protein ydcN;E;1;1;0
P76103;b1433;ydcO;Hypothetical protein ydcO;N;0;0;0
