Uniprot_ID;Gene_ID;Gene;Function;Essentiality_Y_N;Essentiality_0_1;Essentiality_0_1keeping;Essentiality_0_11notkeeping
P26648;b3017;sufI;Protein sufI precursor;N;0;0;0
P30743;b4148;sugE;SugE protein;N;0;0;0
P22783;b2533;suhB;Inositol-1-monophosphatase (EC 3.1.3.25);E;1;1;1
P08846;b0958;sulA;Cell division inhibitor;N;0;0;0
P36929;b3289;sun;SUN protein;N;0;0;0
P21202;b0053;surA;Survival protein surA precursor (EC 5.2.1.8);N;0;1;1
P36664;b2744;surE;Acid phosphatase surE (EC 3.1.3.2);N;0;0;0
P43526;b2793;syd;Syd protein;N;0;0;0
P05100;b3549;tag;DNA-3-methyladenine glycosylase I (EC 3.2.2.20);N;0;0;0
P78258;b2464;talA;Transaldolase A (EC 2.2.1.2);N;0;0;0
P30148;b0008;talB;Transaldolase B (EC 2.2.1.2);N;0;0;0
P76145;b1519;tam;Trans-aconitate methyltransferase (EC 2.1.1.-);N;0;0;0
P07018;b1885;tap;Methyl-accepting chemotaxis protein IV;N;0;0;0
P07017;b1886;tar;Methyl-accepting chemotaxis protein II;N;0;0;0
Q46933;b2834;tas;Tas protein;N;0;0;0
O65938;b3836;tatA;Sec-independent protein translocase protein tatA;N;0;0;0
O69415;b3838;tatB;Sec-independent protein translocase protein tatB;N;0;0;0
P27857;b3839;tatC;Sec-independent protein translocase protein tatC;N;0;0;0
P27859;;tatD;Deoxyribonuclease tatD (EC 3.1.21.-);N;0;0;0
P25895;b0627;tatE;Sec-independent protein translocase protein tatE;?;0;0;0
Q47537;b0365;tauA;Taurine-binding periplasmic protein precursor;N;0;0;0
Q47538;b0366;tauB;Taurine transport ATP-binding protein tauB;N;0;0;0
Q47539;b0367;tauC;Taurine transport system permease protein tauC;N;0;0;0
P37610;b0368;tauD;Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17);N;0;0;0
P31550;b0068;tbpA;Thiamine-binding periplasmic protein precursor;N;0;0;0
P11036;b3118;tdcA;Tdc operon transcriptional activator;N;0;0;0
P05792;b3117;tdcB;Threonine dehydratase catabolic (EC 4.2.1.16);N;0;0;0
P11867;b3116;tdcC;Threonine/serine transporter;X;0;0;0
P11868;b3115;tdcD;Propionate kinase (EC 2.7.2.-);N;0;0;0
P42632;b3114;tdcE;Keto-acid formate acetyltransferase (EC 2.3.1.-);N;0;0;0
P42631;b3113;tdcF;TdcF protein;N;0;0;0
P42630;b3112;tdcG;L-serine dehydratase tdcG (EC 4.2.1.13);E;1;1;0
P42630;b3111;tdcG;L-serine dehydratase tdcG (EC 4.2.1.13);N;0;0;0
P11866;b3119;tdcR;Threonine dehydratase operon activator protein;E;1;1;0
P07913;b3616;tdh;Threonine 3-dehydrogenase (EC 1.1.1.103);N;0;0;0
P23331;b1238;tdk;Thymidine kinase (EC 2.7.1.21);E;1;1;0
P25396;b1429;tehA;Tellurite resistance protein tehA;N;0;0;0
P25397;b1430;tehB;Tellurite resistance protein tehB;N;0;0;0
P29679;b0494;tesA;Acyl-CoA thioesterase I precursor (EC 3.1.2.-) (EC 3.1.1.5);N;0;0;0
P23911;b0452;tesB;Acyl-CoA thioesterase II (EC 3.1.2.-);N;0;0;0
P77699;b0561;tfaD;Tail fiber assembly protein homolog from lambdoid prophage DLP12;N;0;0;0
P09153;b1156;tfaE;Tail fiber assembly protein homolog from lambdoid prophage e14;N;0;0;0
P76155;b1546;tfaQ;Tail fiber assembly protein homolog from lambdoid prophage Qin;N;0;0;0
P77163;b1373;tfaR;Tail fiber assembly protein homolog from lambdoid prophage Rac;N;0;0;0
P77326;b2353;tfaS;Tail fiber assembly protein homolog from prophage CPS-53;N;0;0;0
P19675;b0406;tgt;Queuine tRNA-ribosyltransferase (EC 2.4.2.29);N;0;0;0
P30136;b3994;thiC;Thiamine biosynthesis protein thiC;N;0;0;0
P76422;b2103;thiD;Phosphomethylpyrimidine kinase (EC 2.7.4.7);N;0;0;0
P30137;b3993;thiE;Thiamine-phosphate pyrophosphorylase (EC 2.5.1.3);N;0;0;0
P30138;b3992;thiF;Adenylyltransferase thiF (EC 2.7.7.-);N;0;0;0
P30139;b3991;thiG;Thiazole biosynthesis protein thiG;X;0;0;0
P30140;b3990;thiH;Thiazole biosynthesis protein thiH;X;0;0;0
P77718;b0423;thiI;Thiamine biosynthesis protein thiI;N;0;0;0
Q46948;b0424;thiJ;4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme;N;0;0;0
P77785;b0417;thiL;Thiamine-monophosphate kinase (EC 2.7.4.16);E;1;1;1
P76423;b2104;thiM;Hydroxyethylthiazole kinase (EC 2.7.1.50);N;0;0;0
P31549;b0067;thiP;Thiamine transport system permease protein thiP;N;0;0;0
P31548;b0066;thiQ;Thiamine transport ATP-binding protein thiQ;N;0;0;0
P00561;b0002;thrA;Bifunctional aspartokinase/homoserine dehydrogenase I;N;0;1;1
P00547;b0003;thrB;Homoserine kinase (EC 2.7.1.39);X;0;1;1
P00934;b0004;thrC;Threonine synthase (EC 4.2.3.1);N;0;1;1
P03059;b0001;thrL;Thr operon leader peptide;?;0;0;0
P00955;b1719;thrS;Threonyl-tRNA synthetase (EC 6.1.1.3);E;1;1;1
P00470;b2827;thyA;Thymidylate synthase (EC 2.1.1.45);E;1;1;1
P22257;b0436;tig;Trigger factor;N;0;0;0
P37666;b3553;tkrA;2-ketogluconate reductase (EC 1.1.1.215);N;0;0;0
P27302;b2935;tktA;Transketolase 1 (EC 2.2.1.1);E;1;1;1
P33570;b2465;tktB;Transketolase 2 (EC 2.2.1.1);N;0;0;0
P46473;b3244;tldD;TldD protein;N;0;0;0
P37345;b1098;tmk;Thymidylate kinase (EC 2.7.4.9);E;1;1;1
P00913;b3708;tnaA;Tryptophanase (EC 4.1.99.1);N;0;0;0
P23173;b3709;tnaB;Low affinity tryptophan permease;N;0;0;0
P09408;b3707;tnaL;Tryptophanase leader peptide;N;0;0;0
P19934;b0739;tolA;TolA protein;N;0;1;1
P19935;b0740;tolB;TolB protein precursor;N;0;1;1
P02930;b3035;tolC;Outer membrane protein tolC precursor;N;0;1;1
P05828;b0737;tolQ;TolQ protein;N;0;1;1
P05829;b0738;tolR;TolR protein;N;0;1;1
P02929;b1252;tonB;TonB protein;E;1;1;1
P06612;b1274;topA;DNA topoisomerase I (EC 5.99.1.2);E;1;1;1
P14294;b1763;topB;DNA topoisomerase III (EC 5.99.1.2);N;0;0;0
P33225;b0997;torA;Trimethylamine-N-oxide reductase 1 precursor (EC 1.6.6.9);N;0;0;0
P33226;b0996;torC;Cytochrome c-type protein torC;N;0;0;0
P36662;b0998;torD;Chaperone protein torD;E;1;1;0
P38684;b0995;torR;TorCAD operon transcriptional regulatory protein torR;E;1;1;0
P39453;b0993;torS;Sensor protein torS (EC 2.7.3.-);N;0;0;0
P38683;b0994;torT;Periplasmic protein torT precursor;N;0;0;0
P52005;b1873;torY;Cytochrome c-type protein torY;N;0;0;0
P46923;b1872;torZ;Trimethylamine-N-oxide reductase 2 precursor (EC 1.6.6.9);N;0;0;0
P04790;b3919;tpiA;Triosephosphate isomerase (EC 5.3.1.1);X;0;1;1
P02338;b1229;tpr;Protamine-like protein;?;0;0;0
P37901;b1324;tpx;Thiol peroxidase (EC 1.11.1.-);N;0;0;0
P13482;b1197;treA;Periplasmic trehalase precursor (EC 3.2.1.28);N;0;0;0
P36672;b4240;treB;PTS system, trehalose-specific IIBC component (EC 2.7.1.69);N;0;0;0
P28904;b4239;treC;Trehalose-6-phosphate hydrolase (EC 3.2.1.93);N;0;0;0
P37196;b3519;treF;Probable cytoplasmic trehalase (EC 3.2.1.28);X;0;0;0
P36673;b4241;treR;Trehalose operon repressor;N;0;0;0
P05704;b1421;trg;Methyl-accepting chemotaxis protein III;E;1;1;0
P23868;b3290;trkA;Trk system potassium uptake protein trkA;N;0;1;1
P23849;b1363;trkG;Trk system potassium uptake protein trkG;N;0;0;0
P21166;b3849;trkH;Trk system potassium uptake protein trkH;N;0;1;1
P23003;b3965;trmA;tRNA (Uracil-5-)-methyltransferase (EC 2.1.1.35);N;0;0;0
P07020;b2607;trmD;tRNA (Guanine-N(1)-)-methyltransferase (EC 2.1.1.31);E;1;1;1
P25522;b3706;trmE;Probable tRNA modification GTPase trmE;E;1;1;0
P19396;b3651;trmH;tRNA (Guanosine-2'-O-)-methyltransferase (EC 2.1.1.34);N;0;0;0
P25745;b1133;trmU;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61);E;1;1;0
P00928;b1260;trpA;Tryptophan synthase alpha chain (EC 4.2.1.20);N;0;1;1
P00932;b1261;trpB;Tryptophan synthase beta chain (EC 4.2.1.20);N;0;1;1
P00909;b1262;trpC;Tryptophan biosynthesis protein trpCF;N;0;1;1
P00904;b1263;trpD;Anthranilate synthase component II (EC 4.1.3.27);N;0;1;1
P00895;b1264;trpE;Anthranilate synthase component I (EC 4.1.3.27);N;0;1;1
P77766;b1266;trpH;Protein trpH;N;0;0;0
P03032;b4393;trpR;Trp operon repressor;N;0;0;0
P00954;b3384;trpS;Tryptophanyl-tRNA synthetase (EC 6.1.1.2);E;1;1;1
P07649;b2318;truA;tRNA pseudouridine synthase A (EC 4.2.1.70);N;0;0;0
P09171;b3166;truB;tRNA pseudouridine synthase B (EC 4.2.1.70);N;0;0;0
P00274;b3781;trxA;Thioredoxin 1;N;0;1;1
P09625;b0888;trxB;Thioredoxin reductase (EC 1.6.4.5);N;0;1;1
P33636;b2582;trxC;Thioredoxin 2;E;1;1;0
P02997;b0170;tsf;Elongation factor Ts;E;1;1;1
P02942;b4355;tsr;Methyl-accepting chemotaxis protein I;X;0;0;0
P22786;b0411;tsx;Nucleoside-specific channel-forming protein tsx precursor;N;0;0;0
P05847;b3061;ttdA;L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32);X;0;0;0
P05851;b3062;ttdB;L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32);N;0;0;0
P06969;b3641;ttk;Ttk protein;N;0;0;0
P02990;b3339;tufA;Elongation factor Tu;E;1;1;1
P02990;b3980;tufB;Elongation factor Tu;E;1;1;1
P16525;b1610;tus;DNA replication terminus site-binding protein;E;1;1;0
P46883;b1386;tynA;Copper amine oxidase precursor (EC 1.4.3.6);N;0;0;0
P32132;b3871;typA;GTP-binding protein typA/BipA;N;0;0;0
P07023;b2600;tyrA;T-protein;N;0;0;0
P04693;b4054;tyrB;Aromatic-amino-acid aminotransferase (EC 2.6.1.57);E;1;1;0
P18199;b1907;tyrP;Tyrosine-specific transport protein;N;0;0;0
P07604;b1323;tyrR;Transcriptional regulatory protein tyrR;N;0;0;0
P00951;b1637;tyrS;Tyrosyl-tRNA synthetase (EC 6.1.1.1);E;1;1;1
P26601;b4040;ubiA;4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-);X;0;0;0
P27854;b3835;ubiB;Probable ubiquinone biosynthesis protein ubiB;E;1;1;1
P26602;b4039;ubiC;Chorismate--pyruvate lyase (EC 4.-.-.-);N;0;1;1
P26615;b3843;ubiD;3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-);N;0;1;1
P27851;b3833;ubiE;Ubiquinone/menaquinone biosynthesis methyltransferase ubiE (EC 2.1.1.-);E;1;1;1
P75728;b0662;ubiF;2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-);N;0;0;0
P17993;b2232;ubiG;3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64);E;1;1;1
P25534;b2907;ubiH;2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-);E;1;1;1
P09550;b2311;ubiX;3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-);E;1;1;1
P37440;b2426;ucpA;Oxidoreductase ucpA (EC 1.-.-.-);N;0;0;0
P31218;b2066;udk;Uridine kinase (EC 2.7.1.48);N;0;0;0
P12758;b3831;udp;Uridine phosphorylase (EC 2.4.2.3);N;0;0;0
P76373;b2028;ugd;UDP-glucose 6-dehydrogenase (EC 1.1.1.22);N;0;0;0
P10905;b3452;ugpA;SN-glycerol-3-phosphate transport system permease protein ugpA;N;0;0;0
P10904;b3453;ugpB;Glycerol-3-phosphate-binding periplasmic protein precursor;N;0;0;0
P10907;b3450;ugpC;SN-glycerol-3-phosphate transport ATP-binding protein ugpC;X;0;0;0
P10906;b3451;ugpE;SN-glycerol-3-phosphate transport system permease protein ugpE;N;0;0;0
P10908;b3449;ugpQ;Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46);N;0;0;0
P10940;b3669;uhpA;Transcriptional regulatory protein uhpA;N;0;0;0
P09835;b3668;uhpB;Sensor protein uhpB (EC 2.7.3.-);N;0;0;0
P09836;b3667;uhpC;Regulatory protein uhpC;N;0;0;0
P13408;b3666;uhpT;Hexose phosphate transport protein;N;0;0;0
P05804;b1617;uidA;Beta-glucuronidase (EC 3.2.1.31);N;0;0;0
P30868;b1616;uidB;Glucuronide carrier protein;N;0;0;0
Q47706;b1615;uidC;Membrane-associated protein uidC precursor;N;0;0;0
Q59431;b1618;uidR;Uid operon repressor;E;1;1;0
P04152;b1184;umuC;UmuC protein;N;0;0;0
P04153;b1183;umuD;UmuD protein (EC 3.4.21.-);N;0;0;0
P12295;b2580;ung;Uracil-DNA glycosylase (EC 3.2.2.-);N;0;0;0
P31054;b3057;upk;Putative undecaprenol kinase (EC 2.7.1.66);N;0;0;0
P25532;b2498;upp;Uracil phosphoribosyltransferase (EC 2.4.2.9);N;0;0;0
Q47675;b0174;uppS;Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31);E;1;1;0
P33780;b2497;uraA;Uracil permease;N;0;0;0
P08390;b2319;usg;USG-1 protein;N*;0;1;1
P07024;b0480;ushA;Protein ushA precursor;N;0;0;0
P28242;b3495;uspA;Universal stress protein A;N;0;0;0
P37632;b3494;uspB;Universal stress protein B;N;0;0;0
P43672;b0949;uup;ABC transporter ATP-binding protein uup;N;0;0;0
P07671;b4058;uvrA;Excinuclease ABC subunit A;N;0;0;0
P07025;b0779;uvrB;Excinuclease ABC subunit B;N;0;0;0
P07028;b1913;uvrC;Excinuclease ABC subunit C;N;0;0;0
P03018;b3813;uvrD;DNA helicase II (EC 3.6.1.-);N;0;0;0
P07027;b1914;uvrY;UvrY protein;N;0;0;0
P42604;b3091;uxaA;Altronate hydrolase (EC 4.2.1.7);N;0;0;0
P24214;b1521;uxaB;Altronate oxidoreductase (EC 1.1.1.58);N;0;0;0
P42607;b3092;uxaC;Uronate isomerase (EC 5.3.1.12);X;0;0;0
P24215;b4322;uxuA;Mannonate dehydratase (EC 4.2.1.8);N;0;0;0
P39160;b4323;uxuB;D-mannonate oxidoreductase (EC 1.1.1.57);N;0;0;0
P39161;b4324;uxuR;Uxu operon transcriptional regulator;X;0;0;0
P76506;b2346;vacJ;VacJ lipoprotein precursor;N;0;0;0
P07118;b4258;valS;Valyl-tRNA synthetase (EC 6.1.1.9);E;1;1;1
P25535;b2906;visC;Protein visC (EC 1.-.-.-);N;0;0;0
P09184;b1960;vsr;Very short patch repair protein (EC 3.1.-.-);N;0;0;0
P37750;b2033;wbbJ;Putative lipopolysaccharide biosynthesis O-acetyl transferase wbbJ (EC 2.3.1.-);N;0;0;0
P36667;b2031;wbbL;Putative lipopolysaccharide biosynthesis glycosyl transferase wbbL (EC 2.-.-.-);N;0;0;0
P77414;b2059;wcaA;Putative colanic acid biosynthesis glycosyl transferase wcaA;N;0;0;0
P77558;b2058;wcaB;Putative colanic acid biosynthesis acetyltransferase wcaB (EC 2.3.1.-);N;0;0;0
P71237;b2057;wcaC;Putative colanic acid biosynthesis glycosyl transferase wcaC;N;0;0;0
P71238;b2056;wcaD;Putative colanic acid polymerase;N;0;0;0
P71239;b2055;wcaE;Putative colanic acid biosynthesis glycosyl transferase wcaE;N;0;0;0
P71240;b2054;wcaF;Putative colanic acid biosynthesis acetyltransferase wcaF (EC 2.3.1.-);N;0;0;0
P32057;b2050;wcaI;Putative colanic acid biosynthesis glycosyl transferase wcaI;N;0;0;0
P71241;b2047;wcaJ;Putative colanic biosynthesis UDP-glucose lipid carrier transferase;N;0;0;0
P71242;b2045;wcaK;Colanic acid biosynthesis protein wcaK;N;0;0;0
P71243;b2044;wcaL;Putative colanic acid biosynthesis glycosyl transferase wcaL (EC 2.-.-.-);N;0;0;0
P71244;b2043;wcaM;Colanic acid biosynthesis protein wcaM;N;0;0;0
P24235;b3784;wecA;Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-);N;0;0;0
P27828;b3786;wecB;UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14);N;0;0;0
P27829;b3787;wecC;UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.-);N;0;0;0
P56258;b4405;wecF;4-alpha-L-fucosyltransferase (EC 2.4.1.-);N;0;0;0
P27836;b3794;wecG;Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-);N;0;0;0
P30849;b1004;wrbA;Flavoprotein wrbA;N;0;0;0
P76388;b2062;wza;Putative polysaccharide export protein wza precursor;N;0;0;0
P77153;b2061;wzb;Low molecular weight protein-tyrosine-phosphatase wzb (EC 3.1.3.48);E;1;1;0
P76387;b2060;wzc;Tyrosine-protein kinase wzc (EC 2.7.1.112);N;0;0;0
P77377;b2046;wzxC;Lipopolysaccharide biosynthesis protein wzxC;N;0;0;0
P27834;b3792;wzxE;WzxE protein;N;0;1;1
P27835;b3793;wzyE;Putative ECA polymerase;E;1;1;1
P76372;b2027;wzzB;Chain length determinant protein;N;0;0;0
P25905;b3785;wzzE;Lipopolysaccharide biosynthesis protein wzzE;N;0;0;0
P45563;b2407;xapA;Xanthosine phosphorylase (EC 2.4.2.-);N;0;0;0
P45562;b2406;xapB;Xanthosine permease;N;0;0;0
P23841;b2405;xapR;Xanthosine operon regulatory protein;N;0;0;0
P39183;b1492;xasA;Amino acid antiporter;N;0;0;0
Q46799;b2866;xdhA;Xanthine dehydrogenase, molybdenum binding subunit (EC 1.1.1.204);N;0;0;0
Q46800;b2867;xdhB;Xanthine dehydrogenase, FAD binding subunit (EC 1.1.1.204);N;0;0;0
Q46801;b2868;xdhC;Xanthine dehydrogenase iron-sulfur binding subunit;N;0;0;0
Q46814;b2881;xdhD;Possible hypoxanthine oxidase xdhD (EC 1.-.-.-);N;0;0;0
P22885;b3811;xerC;Integrase/recombinase xerC;E;1;1;0
P21891;b2894;xerD;Integrase/recombinase xerD;?;0;0;0
P38506;b2798;xni;Exodeoxyribonuclease IX (EC 3.1.11.-);N;0;0;0
P04994;b2509;xseA;Exodeoxyribonuclease VII large subunit (EC 3.1.11.6);N;0;0;0
P22938;b0422;xseB;Exodeoxyribonuclease VII small subunit (EC 3.1.11.6);?;0;1;1
P09030;b1749;xthA;Exodeoxyribonuclease III (EC 3.1.11.2);N;0;0;0
P00944;b3565;xylA;Xylose isomerase (EC 5.3.1.5);N;0;0;0
P09099;b3564;xylB;Xylulose kinase (EC 2.7.1.17);?;0;0;0
P09098;b4031;xylE;D-xylose-proton symporter;N;0;0;0
P37387;b3566;xylF;D-xylose-binding periplasmic protein precursor;N;0;0;0
P37388;b3567;xylG;D-xylose transport ATP-binding protein xylG;N;0;0;0
P37389;b3568;xylH;Xylose transport system permease protein xylH;N;0;0;0
P37390;b3569;xylR;Xylose operon regulatory protein;X;0;0;0
P11288;b0006;yaaA;Protein yaaA;N;0;0;0
P22564;b0030;yaaF;Hypothetical protein yaaF;N;0;0;0
P28695;b0010;yaaH;Hypothetical protein yaaH;N;0;0;0
P28696;b0013;yaaI;Hypothetical protein yaaI precursor;N;0;0;0
P30143;b0007;yaaJ;Putative transporter yaaJ;N;0;0;0
P31679;b0045;yaaU;Hypothetical metabolite transport protein yaaU;N;0;0;0
P75617;b0011;yaaW;Hypothetical protein yaaW;N;0;0;0
P75616;b0005;yaaX;Hypothetical protein yaaX precursor;N;0;0;0
P75620;b0024;yaaY;Hypothetical protein yaaY;?;0;1;1
P31577;b0046;yabF;Putative NAD(P)H oxidoreductase yabF (EC 1.6.99.-);N;0;0;0
P30149;b0065;yabI;Hypothetical protein yabI;N;0;0;0
P33595;b0069;yabN;Hypothetical protein yabN;N;0;0;0
P39220;b0056;yabP;Hypothetical protein yabP;N;0;0;0
P39221;b0057;yabQ;Hypothetical protein yabQ;N;0;0;0
P23838;b0122;yacC;Hypothetical protein yacC precursor;E;1;1;0
P36680;b0102;yacF;Hypothetical protein yacF;N;0;0;0
P36681;b0101;yacG;Hypothetical protein yacG;?;0;0;0
P36682;b0117;yacH;Hypothetical protein yacH;N;0;0;0
P45567;b0119;yacL;Hypothetical protein yacL;N;0;0;0
P27305;b0144;yadB;Hypothetical protein yadB;N;0;0;0
P31058;b0135;yadC;Hypothetical fimbrial-like protein yadC precursor;N;0;0;0
P31665;b0132;yadD;Hypothetical protein yadD;N;0;0;0
P31666;b0130;yadE;Hypothetical protein yadE precursor;N;0;0;0
P36857;b0126;yadF;Protein yadF;E;1;1;0
P36879;b0127;yadG;Hypothetical ABC transporter ATP-binding protein yadG;N;0;0;0
P36880;b0128;yadH;Hypothetical protein yadH;N;0;0;0
P36881;b0129;yadI;Putative PTS system IIA component yadI (EC 2.7.1.69);E;1;1;0
P37016;b0136;yadK;Protein yadK;N;0;0;0
P37017;b0137;yadL;Hypothetical protein yadL precursor;N;0;0;0
P37018;b0138;yadM;Hypothetical protein yadM precursor;N;0;0;0
P37050;b0141;yadN;Hypothetical fimbrial-like protein yadN precursor;N;0;0;0
P37026;b0156;yadR;Hypothetical protein yadR;N;0;0;0
P37027;b0157;yadS;Hypothetical protein yadS;?;0;0;0
P28634;b0195;yaeB;Hypothetical protein yaeB;?;0;0;0
P28635;b0197;yaeC;Putative lipoprotein yaeC precursor;N;0;0;0
P31546;b0200;yaeD;Hypothetical protein yaeD;N;0;0;0
P31547;b0198;yaeE;Hypothetical ABC transporter permease protein yaeE;N;0;0;0
P37056;b0193;yaeF;Hypothetical lipoprotein yaeF precursor;N;0;0;0
P37048;b0163;yaeH;Hypothetical protein yaeH;N;0;0;0
P37049;b0164;yaeI;Hypothetical protein yaeI;N;0;0;0
P40711;b0191;yaeJ;Hypothetical protein yaeJ;N;0;0;0
P52099;;yaeP;Hypothetical protein yaeP;?;0;0;0
P52100;b0190;yaeQ;Hypothetical protein yaeQ;N;0;0;0
P52096;b0187;yaeR;Hypothetical protein yaeR;N;0;0;0
P39170;b0177;yaeT;Unknown protein from 2D-page spots M62/M63/O3/O9/T35 precursor;E;1;1;0
P04335;b0239;yafA;Hypothetical protein yafA;N;0;0;0
P30864;b0208;yafC;Hypothetical transcriptional regulator yafC;N;0;0;0
P30865;b0209;yafD;Hypothetical protein yafD;N;0;0;0
P30866;b0210;yafE;Hypothetical protein yafE;E;1;1;0
Q47146;b0221;yafH;Hypothetical protein yafH;N;0;0;0
Q47147;b0223;yafJ;Hypothetical protein yafJ;N;0;0;0
Q47148;b0224;yafK;Hypothetical protein yafK precursor;N;0;0;0
Q47151;b0227;yafL;Hypothetical lipoprotein yafL precursor;N;0;0;0
Q47152;b0228;yafM;Hypothetical protein yafM;N;0;0;0
Q47156;b0232;yafN;Hypothetical protein yafN;N;0;0;0
Q47157;b0233;yafO;Hypothetical protein yafO;N;0;0;0
Q47158;b0234;yafP;Hypothetical acetyltransferase yafP (EC 2.3.1.-);N;0;0;0
Q47149;b0225;yafQ;Hypothetical protein yafQ;?;0;0;0
P75672;b0213;yafS;Hypothetical protein yafS;N;0;0;0
P77339;b0217;yafT;Hypothetical lipoprotein yafT precursor;N;0;0;0
P77354;b0218;yafU;Hypothetical protein yafU;N;0;0;0
Q47679;b0219;yafV;Hypothetical protein yafV;N;0;0;0
Q47684;b0246;yafW;Hypothetical protein yafW;N;0;0;0
P75676;b0248;yafX;Hypothetical protein yafX;N;0;0;0
P77365;b0251;yafY;Hypothetical transcriptional regulator yafY;N;0;0;0
P77206;b0252;yafZ;Hypothetical protein yafZ;N;0;0;0
P37007;b0267;yagA;Hypothetical protein yagA;N;0;0;0
P37008;b0266;yagB;Hypothetical protein yagB;N;0;0;0
P75682;b0268;yagE;Hypothetical protein yagE;N;0;0;0
P77596;b0269;yagF;Hypothetical protein yagF;N;0;0;0
P75683;b0270;yagG;Hypothetical symporter yagG;E;1;1;0
P77713;b0271;yagH;Putative beta-xylosidase (EC 3.2.1.37);E;1;1;0
P77300;b0272;yagI;Hypothetical transcriptional regulator yagI;N;0;0;0
P77169;b0276;yagJ;Hypothetical protein yagJ;N;0;0;0
P77657;b0277;yagK;Hypothetical protein yagK;N;0;0;0
P77607;b0278;yagL;Hypothetical protein yagL;N;0;0;0
P71296;b0279;yagM;Hypothetical protein yagM;N;0;0;0
P71297;b0280;yagN;Hypothetical protein yagN;N;0;0;0
P75684;b0282;yagP;Hypothetical protein yagP;N;0;0;0
P77183;b0283;yagQ;Hypothetical protein yagQ;N;0;0;0
P77489;b0284;yagR;Putative xanthine dehydrogenase yagR, molybdenum binding subunit (EC 1.1.1.204);N;0;0;0
P77324;b0285;yagS;Putative xanthine dehydrogenase yagS, FAD binding subunit (EC 1.1.1.204);E;1;1;0
P77165;b0286;yagT;Putative xanthine dehydrogenase yagT iron-sulfur binding subunit;N;0;0;0
P77262;b0287;yagU;Hypothetical protein yagU;N;0;0;0
P77263;b0289;yagV;Hypothetical protein yagV precursor;E;1;1;0
P77694;b0290;yagW;Hypothetical protein yagW;N;0;0;0
P77802;b0291;yagX;Hypothetical protein yagX precursor;N;0;0;0
P77188;b0292;yagY;Hypothetical protein yagY precursor;N;0;0;0
P77264;b0293;yagZ;Hypothetical protein yagZ precursor;N;0;0;0
P21514;b0315;yahA;Hypothetical protein yahA;N;0;0;0
P77700;b0316;yahB;Hypothetical transcriptional regulator yahB;N;0;0;0
P77219;b0317;yahC;Hypothetical protein yahC;N;0;0;0
P77736;b0318;yahD;Hypothetical ANK-repeats protein yahD;N;0;0;0
P77297;b0319;yahE;Hypothetical protein yahE;N;0;0;0
P77187;b0320;yahF;Hypothetical protein yahF;E;1;1;0
P77221;b0321;yahG;Hypothetical protein yahG;N;0;0;0
P75690;b0322;yahH;Hypothetical protein yahH;E;1;1;0
P77624;b0323;yahI;Carbamate kinase-like protein yahI;N;0;0;0
P77554;b0324;yahJ;Hypothetical protein yahJ;N;0;0;0
P75691;b0325;yahK;Hypothetical zinc-type alcohol dehydrogenase-like protein yahK;N;0;0;0
P77393;b0326;yahL;Hypothetical protein yahL;N;0;0;0
P75692;b0327;yahM;Hypothetical protein yahM;N;0;0;0
P75693;b0328;yahN;Hypothetical protein yahN;N;0;0;0
P75694;b0329;yahO;Hypothetical protein yahO precursor;N;0;0;0
P08366;b0389;yaiA;Hypothetical protein yaiA;N;0;0;0
P21831;b0382;yaiB;Hypothetical protein yaiB;?;0;0;0
P21830;b0385;yaiC;Hypothetical protein yaiC;N;0;0;0
P36768;b0391;yaiE;Hypothetical protein yaiE;N;0;0;0
P52088;b0387;yaiI;Hypothetical protein yaiI;N;0;0;0
P51024;b0354;yaiL;Hypothetical protein yaiL;N;0;0;0
P51025;b0355;yaiM;Hypothetical protein yaiM;N;0;0;0
P55756;b0357;yaiN;Hypothetical protein yaiN;E;1;1;0
Q47534;b0358;yaiO;Hypothetical protein yaiO;N;0;0;0
Q47536;b0363;yaiP;Hypothetical protein yaiP;X;0;0;0
P71311;b0364;yaiS;Hypothetical protein yaiS;E;1;1;0
P77199;b0371;yaiT;Hypothetical protein yaiT precursor;N;0;0;0
P75700;b0374;yaiU;Hypothetical protein yaiU;N;0;0;0
P77723;b0375;yaiV;Hypothetical protein yaiV;N;0;0;0
