Gene;Gene_ID;Phenotype;Essentiality_0_1
CPP3;YDR034W-B;viable;0
CPR1;YDR155C;viable;0
CPR1;YDR155C;viable;0
CPR2;YHR057C;viable;0
CPR2;YHR057C;viable;0
CPR3;YML078W;viable;0
CPR3;YML078W;viable;0
CPR4;YCR069W;viable;0
CPR4;YCR069W;viable;0
CPR5;YDR304C;viable;0
CPR5;YDR304C;viable;0
CPR6;YLR216C;viable;0
CPR6;YLR216C;viable;0
CPR6;YLR216C;viable;0
CPR7;YJR032W;viable;0
CPR7;YJR032W;viable;0
CPR7;YJR032W;viable;0
CPR8;YNR028W;viable;0
CPR8;YNR028W;viable;0
CPS1;YJL172W;viable;0
CPT1;YNL130C;viable;0
CPT1;YNL130C;viable;0
CQD1;YPL109C;viable;0
CQD2;YLR253W;viable;0
CRC1;YOR100C;viable;0
CRD1;YDL142C;viable;0
CRD1;YDL142C;viable;0
CRF1;YDR223W;viable;0
CRG1;YHR209W;viable;0
CRG1;YHR209W;viable;0
CRH1;YGR189C;viable;0
CRH1;YGR189C;viable;0
CRH1;YGR189C;viable;0
CRH1;YGR189C;viable;0
CRN1;YLR429W;viable;0
CRP1;YHR146W;viable;0
CRR1;YLR213C;viable;0
CRR1;YLR213C;viable;0
CRS5;YOR031W;viable;0
CRT10;YOL063C;viable;0
CRZ1;YNL027W;viable;0
CSA1;YPR174C;viable;0
CSC1;YLR241W;viable;0
CSE2;YNR010W;viable;0
CSF1;YLR087C;viable;0
CSG2;YBR036C;viable;0
CSG2;YBR036C;viable;0
CSH1;YBR161W;viable;0
CSH1;YBR161W;viable;0
CSI1;YMR025W;viable;0
CSI2;YOL007C;viable;0
CSM1;YCR086W;viable;0
CSM1;YCR086W;viable;0
CSM2;YIL132C;viable;0
CSM2;YIL132C;viable;0
CSM3;YMR048W;viable;0
CSM3;YMR048W;viable;0
CSM4;YPL200W;viable;0
CSM4;YPL200W;viable;0
CSN9;YDR179C;viable;0
CSR1;YLR380W;viable;0
CSR1;YLR380W;viable;0
CSR2;YPR030W;viable;0
CSS1;YIL169C;viable;0
CSS2;YFR020W;viable;0
CSS3;YOL159C;viable;0
CST26;YBR042C;viable;0
CST6;YIL036W;viable;0
CST9;YLR394W;viable;0
CST9;YLR394W;viable;0
CTA1;YDR256C;viable;0
CTF18;YMR078C;viable;0
CTF19;YPL018W;viable;0
CTF19;YPL018W;viable;0
CTF3;YLR381W;viable;0
CTF4;YPR135W;viable;0
CTF4;YPR135W;viable;0
CTF8;YHR191C;viable;0
CTH1;YDR151C;viable;0
CTI6;YPL181W;viable;0
CTK1;YKL139W;viable;0
CTK1;YKL139W;viable;0
CTK2;YJL006C;viable;0
CTK3;YML112W;viable;0
CTL1;YMR180C;viable;0
CTM1;YHR109W;viable;0
CTO1;YCR015C;viable;0
CTP1;YBR291C;viable;0
CTR1;YPR124W;viable;0
CTS1;YLR286C;viable;0
CTS1;YLR286C;viable;0
CTS2;YDR371W;viable;0
CTT1;YGR088W;viable;0
CUB1;YPL260W;viable;0
CUE1;YMR264W;viable;0
CUE2;YKL090W;viable;0
CUE3;YGL110C;viable;0
CUE4;YML101C;viable;0
CUE4;YML101C;viable;0
CUE5;YOR042W;viable;0
CUL3;YGR003W;viable;0
CUL3;YGR003W;viable;0
CUP2;YGL166W;viable;0
CUP9;YPL177C;viable;0
CUP9;YPL177C;viable;0
CUR1;YPR158W;viable;0
CUS2;YNL286W;viable;0
CUS2;YNL286W;viable;0
CUZ1;YNL155W;viable;0
CUZ1;YNL155W;viable;0
CUZ1;YNL155W;viable;0
CVM1;YMR160W;viable;0
CWC15;YDR163W;viable;0
CWC21;YDR482C;viable;0
CWC24;YLR323C;viable;0
CWC27;YPL064C;viable;0
CWH41;YGL027C;viable;0
CWH43;YCR017C;viable;0
CWP1;YKL096W;viable;0
CWP2;YKL096W-A;viable;0
CYB2;YML054C;viable;0
CYC1;YJR048W;viable;0
CYC2;YOR037W;viable;0
CYC3;YAL039C;viable;0
CYC7;YEL039C;viable;0
CYC8;YBR112C;viable;0
CYC8;YBR112C;viable;0
CYK3;YDL117W;viable;0
CYK3;YDL117W;viable;0
CYM1;YDR430C;viable;0
CYM1;YDR430C;viable;0
CYS3;YAL012W;viable;0
CYS3;YAL012W;viable;0
CYS3;YAL012W;viable;0
CYS4;YGR155W;viable;0
CYS4;YGR155W;viable;0
CYT1;YOR065W;viable;0
CYT2;YKL087C;viable;0
DAK1;YML070W;viable;0
DAK2;YFL053W;viable;0
DAL1;YIR027C;viable;0
DAL2;YIR029W;viable;0
DAL3;YIR032C;viable;0
DAL3;YIR032C;viable;0
DAL4;YIR028W;viable;0
DAL5;YJR152W;viable;0
DAL7;YIR031C;viable;0
DAL80;YKR034W;viable;0
DAL81;YIR023W;viable;0
DAL82;YNL314W;viable;0
DAN1;YJR150C;viable;0
DAP1;YPL170W;viable;0
DAP2;YHR028C;viable;0
DAS1;YJL149W;viable;0
DAS1;YJL149W;viable;0
DAS2;YDR020C;viable;0
DAS2;YDR020C;viable;0
DAS2;YDR020C;viable;0
DAT1;YML113W;viable;0
DBF2;YGR092W;viable;0
DBF20;YPR111W;viable;0
DBF20;YPR111W;viable;0
DBP1;YPL119C;viable;0
DBP1;YPL119C;viable;0
DBP2;YNL112W;viable;0
DBP3;YGL078C;viable;0
DBP7;YKR024C;viable;0
DBP7;YKR024C;viable;0
DBR1;YKL149C;viable;0
DCC1;YCL016C;viable;0
DCG1;YIR030C;viable;0
DCI1;YOR180C;viable;0
DCK1;YLR422W;viable;0
DCN1;YLR128W;viable;0
DCN1;YLR128W;viable;0
DCP2;YNL118C;viable;0
DCP2;YNL118C;viable;0
DCR2;YLR361C;viable;0
DCS1;YLR270W;viable;0
DCS2;YOR173W;viable;0
DCV1;YFR012W;viable;0
DCV1;YFR012W;viable;0
DCW1;YKL046C;viable;0
DCW1;YKL046C;viable;0
DDC1;YPL194W;viable;0
DDE1;YHR045W;viable;0
DDI1;YER143W;viable;0
DDI2;YNL335W;viable;0
DDL1;YOR022C;viable;0
DDP1;YOR163W;viable;0
DDP1;YOR163W;viable;0
DDR2;YOL052C-A;viable;0
DDR48;YMR173W;viable;0
DEF1;YKL054C;viable;0
DEP1;YAL013W;viable;0
DER1;YBR201W;viable;0
DER1;YBR201W;viable;0
DET1;YDR051C;viable;0
DFG10;YIL049W;viable;0
DFG16;YOR030W;viable;0
DFG5;YMR238W;viable;0
DFM1;YDR411C;viable;0
DFP1;YAR023C;viable;0
DFP2;YAR029W;viable;0
DFP3;YCR007C;viable;0
DFP4;YHL044W;viable;0
DFR1;YOR236W;viable;0
DGA1;YOR245C;viable;0
DGA1;YOR245C;viable;0
DGK1;YOR311C;viable;0
DGK1;YOR311C;viable;0
DGR1;YNL130C-A;viable;0
DGR2;YKL121W;viable;0
DGR2;YKL121W;viable;0
DHH1;YDL160C;viable;0
DIA1;YMR316W;viable;0
DIA2;YOR080W;viable;0
DIA3;YDL024C;viable;0
DIA4;YHR011W;viable;0
DIC1;YLR348C;viable;0
DID4;YKL002W;viable;0
DIE2;YGR227W;viable;0
DIF1;YLR437C;viable;0
DIF1;YLR437C;viable;0
DIG1;YPL049C;viable;0
DIG2;YDR480W;viable;0
DIG2;YDR480W;viable;0
DIN7;YDR263C;viable;0
DIN7;YDR263C;viable;0
DIN7;YDR263C;viable;0
DIP5;YPL265W;viable;0
DIS3;YOL021C;viable;0
DIS3;YOL021C;viable;0
DIT1;YDR403W;viable;0
DIT2;YDR402C;viable;0
DLD1;YDL174C;viable;0
DLD2;YDL178W;viable;0
DLD3;YEL071W;viable;0
DLS1;YJL065C;viable;0
DLS1;YJL065C;viable;0
DLS1;YJL065C;viable;0
DLT1;YMR126C;viable;0
DMA1;YHR115C;viable;0
DMA1;YHR115C;viable;0
DMA1;YHR115C;viable;0
DMA2;YNL116W;viable;0
DMA2;YNL116W;viable;0
DMA2;YNL116W;viable;0
DMC1;YER179W;viable;0
DMC1;YER179W;viable;0
DMO1;YJR120W;viable;0
DMO2;YDL157C;viable;0
DNF1;YER166W;viable;0
DNF1;YER166W;viable;0
DNF2;YDR093W;viable;0
DNF3;YMR162C;viable;0
DNL4;YOR005C;viable;0
DNM1;YLL001W;viable;0
DNM1;YLL001W;viable;0
DOA1;YKL213C;viable;0
DOA4;YDR069C;viable;0
DOC1;YGL240W;viable;0
DOG1;YHR044C;viable;0
DOG2;YHR043C;viable;0
DOM34;YNL001W;viable;0
DON1;YDR273W;viable;0
DON1;YDR273W;viable;0
DOS2;YDR068W;viable;0
DOT1;YDR440W;viable;0
DOT5;YIL010W;viable;0
DOT6;YER088C;viable;0
DPA10;YLR307C-A;viable;0
DPB3;YBR278W;viable;0
DPB3;YBR278W;viable;0
DPB3;YBR278W;viable;0
DPB4;YDR121W;viable;0
DPB4;YDR121W;viable;0
DPC25;YPL107W;viable;0
DPC29;YGR021W;viable;0
DPH1;YIL103W;viable;0
DPH2;YKL191W;viable;0
DPH5;YLR172C;viable;0
DPH6;YLR143W;viable;0
DPI35;YMR130W;viable;0
DPL1;YDR294C;viable;0
DPL1;YDR294C;viable;0
DPP1;YDR284C;viable;0
DPP1;YDR284C;viable;0
DRN1;YGR093W;viable;0
DRS2;YAL026C;viable;0
DRS2;YAL026C;viable;0
DSC3;YOR223W;viable;0
DSD1;YGL196W;viable;0
DSD1;YGL196W;viable;0
DSE1;YER124C;viable;0
DSE2;YHR143W;viable;0
DSE3;YOR264W;viable;0
DSE4;YNR067C;viable;0
DSE4;YNR067C;viable;0
DSF2;YBR007C;viable;0
DSK2;YMR276W;viable;0
DSK2;YMR276W;viable;0
DSS1;YMR287C;viable;0
DSS4;YPR017C;viable;0
DST1;YGL043W;viable;0
DTD1;YDL219W;viable;0
DTR1;YBR180W;viable;0
DTR1;YBR180W;viable;0
DUF1;YOL087C;viable;0
DUF1;YOL087C;viable;0
DUG1;YFR044C;viable;0
DUG2;YBR281C;viable;0
DUG2;YBR281C;viable;0
DUG3;YNL191W;viable;0
DUN1;YDL101C;viable;0
DUR12;YBR208C;viable;0
DUR3;YHL016C;viable;0
DUS1;YML080W;viable;0
DUS3;YLR401C;viable;0
DUS4;YLR405W;viable;0
DXO1;YDR370C;viable;0
DYN1;YKR054C;viable;0
DYN2;YDR424C;viable;0
DYN2;YDR424C;viable;0
DYN3;YMR299C;viable;0
EAF1;YDR359C;viable;0
EAF3;YPR023C;viable;0
EAF5;YEL018W;viable;0
EAF6;YJR082C;viable;0
EAF7;YNL136W;viable;0
EAF7;YNL136W;viable;0
EAP1;YKL204W;viable;0
EAR1;YMR171C;viable;0
EAT1;YGR015C;viable;0
EBS1;YDR206W;viable;0
ECI1;YLR284C;viable;0
ECL1;YGR146C;viable;0
ECM1;YAL059W;viable;0
ECM10;YEL030W;viable;0
ECM11;YDR446W;viable;0
ECM12;YHR021W-A;viable;0
ECM13;YBL043W;viable;0
ECM14;YHR132C;viable;0
ECM14;YHR132C;viable;0
ECM15;YBL001C;viable;0
ECM18;YDR125C;viable;0
ECM19;YLR390W;viable;0
ECM2;YBR065C;viable;0
ECM21;YBL101C;viable;0
ECM22;YLR228C;viable;0
ECM22;YLR228C;viable;0
ECM23;YPL021W;viable;0
ECM25;YJL201W;viable;0
ECM27;YJR106W;viable;0
ECM29;YHL030W;viable;0
ECM3;YOR092W;viable;0
ECM30;YLR436C;viable;0
ECM30;YLR436C;viable;0
ECM31;YBR176W;viable;0
ECM32;YER176W;viable;0
ECM33;YBR078W;viable;0
ECM34;YHL043W;viable;0
ECM38;YLR299W;viable;0
ECM4;YKR076W;viable;0
ECM5;YMR176W;viable;0
ECM7;YLR443W;viable;0
ECM8;YBR076W;viable;0
ECT1;YGR007W;viable;0
ECT1;YGR007W;viable;0
EDC1;YGL222C;viable;0
EDC2;YER035W;viable;0
EDC2;YER035W;viable;0
EDC3;YEL015W;viable;0
EDC3;YEL015W;viable;0
EDE1;YBL047C;viable;0
EDE1;YBL047C;viable;0
EDS1;YBR033W;viable;0
EDS1;YBR033W;viable;0
EEB1;YPL095C;viable;0
EEB1;YPL095C;viable;0
EFM1;YHL039W;viable;0
EFM2;YBR271W;viable;0
EFM3;YJR129C;viable;0
EFM4;YIL064W;viable;0
EFM5;YGR001C;viable;0
EFM6;YNL024C;viable;0
EFT1;YOR133W;viable;0
EFT1;YOR133W;viable;0
EFT2;YDR385W;viable;0
EGD1;YPL037C;viable;0
EGD1;YPL037C;viable;0
EGD2;YHR193C;viable;0
EGH1;YIR007W;viable;0
EGH1;YIR007W;viable;0
EGO2;YCR075W-A;viable;0
EGT2;YNL327W;viable;0
EGT2;YNL327W;viable;0
EGT2;YNL327W;viable;0
EHD3;YDR036C;viable;0
EHD3;YDR036C;viable;0
EHD3;YDR036C;viable;0
EHD3;YDR036C;viable;0
EHT1;YBR177C;viable;0
EHT1;YBR177C;viable;0
EIS1;YMR031C;viable;0
EKI1;YDR147W;viable;0
EKI1;YDR147W;viable;0
ELA1;YNL230C;viable;0
ELC1;YPL046C;viable;0
ELC1;YPL046C;viable;0
ELF1;YKL160W;viable;0
ELG1;YOR144C;viable;0
ELG1;YOR144C;viable;0
ELM1;YKL048C;viable;0
ELO1;YJL196C;viable;0
ELO1;YJL196C;viable;0
ELO2;YCR034W;viable;0
ELO3;YLR372W;viable;0
ELO3;YLR372W;viable;0
ELP2;YGR200C;viable;0
ELP3;YPL086C;viable;0
ELP4;YPL101W;viable;0
ELP6;YMR312W;viable;0
EMA17;YIL029C;viable;0
EMA19;YLR050C;viable;0
EMA35;YCR100C;viable;0
EMC1;YCL045C;viable;0
EMC10;YDR056C;viable;0
EMC2;YJR088C;viable;0
EMC3;YKL207W;viable;0
EMC4;YGL231C;viable;0
EMC5;YIL027C;viable;0
EMC6;YLL014W;viable;0
EMI1;YDR512C;viable;0
EMI2;YDR516C;viable;0
EMP24;YGL200C;viable;0
EMP24;YGL200C;viable;0
EMP46;YLR080W;viable;0
EMP47;YFL048C;viable;0
EMP65;YER140W;viable;0
EMP70;YLR083C;viable;0
EMT1;YNCD0025W;viable;0
EMT2;YNCO0030W;viable;0
EMT4;YNCM0028C;viable;0
EMT5;YNCJ0016C;viable;0
ENA1;YDR040C;viable;0
ENB1;YOL158C;viable;0
ENB1;YOL158C;viable;0
END3;YNL084C;viable;0
ENT1;YDL161W;viable;0
ENT1;YDL161W;viable;0
ENT2;YLR206W;viable;0
ENT2;YLR206W;viable;0
ENT3;YJR125C;viable;0
ENT4;YLL038C;viable;0
ENT5;YDR153C;viable;0
ENT5;YDR153C;viable;0
ENT5;YDR153C;viable;0
ENV11;YGR071C;viable;0
ENV11;YGR071C;viable;0
ENV7;YPL236C;viable;0
ENV9;YOR246C;viable;0
EOS1;YNL080C;viable;0
EOS1;YNL080C;viable;0
EPO1;YMR124W;viable;0
EPS1;YIL005W;viable;0
EPS1;YIL005W;viable;0
EPT1;YHR123W;viable;0
ERC1;YHR032W;viable;0
ERD1;YDR414C;viable;0
ERF2;YLR246W;viable;0
ERG2;YMR202W;viable;0
ERG24;YNL280C;viable;0
ERG28;YER044C;viable;0
ERG29;YMR134W;viable;0
ERG3;YLR056W;viable;0
ERG4;YGL012W;viable;0
ERG5;YMR015C;viable;0
ERG6;YML008C;viable;0
ERI1;YPL096C-A;viable;0
ERI1;YPL096C-A;viable;0
ERJ5;YFR041C;viable;0
ERP1;YAR002C-A;viable;0
ERP2;YAL007C;viable;0
ERP3;YDL018C;viable;0
ERP4;YOR016C;viable;0
ERP5;YHR110W;viable;0
ERP6;YGL002W;viable;0
ERS1;YCR075C;viable;0
ERS1;YCR075C;viable;0
ERT1;YBR239C;viable;0
ERT1;YBR239C;viable;0
ERV14;YGL054C;viable;0
ERV15;YBR210W;viable;0
ERV15;YBR210W;viable;0
ERV2;YPR037C;viable;0
ERV25;YML012W;viable;0
ERV29;YGR284C;viable;0
ERV29;YGR284C;viable;0
ERV29;YGR284C;viable;0
ERV41;YML067C;viable;0
ERV46;YAL042W;viable;0
ESBP6;YNL125C;viable;0
ESC1;YMR219W;viable;0
ESC2;YDR363W;viable;0
ESC2;YDR363W;viable;0
ESC8;YOL017W;viable;0
ESL2;YKR096W;viable;0
ESL2;YKR096W;viable;0
EST1;YLR233C;viable;0
EST2;YLR318W;viable;0
EST3;YIL009C-A;viable;0
ETP1;YHL010C;viable;0
ETP1;YHL010C;viable;0
ETR1;YBR026C;viable;0
ETT1;YOR051C;viable;0
EUC1;YMR111C;viable;0
EUG1;YDR518W;viable;0
EUG1;YDR518W;viable;0
EXG1;YLR300W;viable;0
EXG2;YDR261C;viable;0
EXO1;YOR033C;viable;0
EXO1;YOR033C;viable;0
EXO5;YBR163W;viable;0
EXP1;YDL121C;viable;0
FAA1;YOR317W;viable;0
FAA3;YIL009W;viable;0
FAA4;YMR246W;viable;0
FAB1;YFR019W;viable;0
FAB1;YFR019W;viable;0
FAP1;YNL023C;viable;0
FAP1;YNL023C;viable;0
FAP1;YNL023C;viable;0
FAR1;YJL157C;viable;0
FAR10;YLR238W;viable;0
FAR10;YLR238W;viable;0
FAR10;YLR238W;viable;0
FAR11;YNL127W;viable;0
FAR3;YMR052W;viable;0
FAR3;YMR052W;viable;0
FAR7;YFR008W;viable;0
FAR8;YMR029C;viable;0
FAT1;YBR041W;viable;0
FAT3;YKL187C;viable;0
FAU1;YER183C;viable;0
FBP1;YLR377C;viable;0
FBP1;YLR377C;viable;0
FBP26;YJL155C;viable;0
FCY1;YPR062W;viable;0
FCY1;YPR062W;viable;0
FCY2;YER056C;viable;0
FCY2;YER056C;viable;0
FCY21;YER060W;viable;0
FDC1;YDR539W;viable;0
FDO1;YMR144W;viable;0
FEN2;YCR028C;viable;0
FES1;YBR101C;viable;0
FET3;YMR058W;viable;0
FET4;YMR319C;viable;0
FET5;YFL041W;viable;0
FHL1;YPR104C;viable;0
FHL1;YPR104C;viable;0
FHN1;YGR131W;viable;0
FHN1;YGR131W;viable;0
FIG1;YBR040W;viable;0
FIG2;YCR089W;viable;0
FIG4;YNL325C;viable;0
FIN1;YDR130C;viable;0
FIN1;YDR130C;viable;0
FIR1;YER032W;viable;0
FIT1;YDR534C;viable;0
FIT2;YOR382W;viable;0
FIT3;YOR383C;viable;0
FKH1;YIL131C;viable;0
FKH2;YNL068C;viable;0
FKH2;YNL068C;viable;0
FKS1;YLR342W;viable;0
FKS3;YMR306W;viable;0
FKS3;YMR306W;viable;0
FLC1;YPL221W;viable;0
FLC1;YPL221W;viable;0
FLC2;YAL053W;viable;0
FLC2;YAL053W;viable;0
FLC3;YGL139W;viable;0
FLC3;YGL139W;viable;0
FLC3;YGL139W;viable;0
FLO1;YAR050W;viable;0
FLO10;YKR102W;viable;0
FLO11;YIR019C;viable;0
FLO8;YER109C;viable;0
FLP1;R0010W;viable;0
FLR1;YBR008C;viable;0
FLX1;YIL134W;viable;0
FMC1;YIL098C;viable;0
FMO1;YHR176W;viable;0
FMP10;YER182W;viable;0
FMP10;YER182W;viable;0
FMP16;YDR070C;viable;0
FMP23;YBR047W;viable;0
FMP25;YLR077W;viable;0
FMP27;YLR454W;viable;0
FMP27;YLR454W;viable;0
FMP30;YPL103C;viable;0
FMP32;YFL046W;viable;0
FMP33;YJL161W;viable;0
FMP40;YPL222W;viable;0
FMP41;YNL168C;viable;0
FMP41;YNL168C;viable;0
FMP42;YMR221C;viable;0
FMP45;YDL222C;viable;0
FMP46;YKR049C;viable;0
FMP48;YGR052W;viable;0
FMP52;YER004W;viable;0
FMS1;YMR020W;viable;0
FMT1;YBL013W;viable;0
FMT1;YBL013W;viable;0
FOB1;YDR110W;viable;0
FOL3;YMR113W;viable;0
FOL3;YMR113W;viable;0
FOX2;YKR009C;viable;0
FPK1;YNR047W;viable;0
FPR1;YNL135C;viable;0
FPR1;YNL135C;viable;0
FPR2;YDR519W;viable;0
FPR2;YDR519W;viable;0
FPR3;YML074C;viable;0
FPR3;YML074C;viable;0
FPR4;YLR449W;viable;0
FPR4;YLR449W;viable;0
FPS1;YLL043W;viable;0
FPT1;YKR011C;viable;0
FPT1;YKR011C;viable;0
FPY1;YMR178W;viable;0
FRA1;YLL029W;viable;0
FRA1;YLL029W;viable;0
FRD1;YEL047C;viable;0
FRE1;YLR214W;viable;0
FRE2;YKL220C;viable;0
FRE2;YKL220C;viable;0
FRE3;YOR381W;viable;0
FRE4;YNR060W;viable;0
FRE4;YNR060W;viable;0
FRE5;YOR384W;viable;0
FRE6;YLL051C;viable;0
FRE6;YLL051C;viable;0
FRE6;YLL051C;viable;0
FRE7;YOL152W;viable;0
FRE7;YOL152W;viable;0
FRE8;YLR047C;viable;0
FRK1;YPL141C;viable;0
FRM2;YCL026C-A;viable;0
FRT1;YOR324C;viable;0
FRT1;YOR324C;viable;0
FRT2;YAL028W;viable;0
FRT2;YAL028W;viable;0
FSF1;YOR271C;viable;0
FSF1;YOR271C;viable;0
FSH1;YHR049W;viable;0
FSH2;YMR222C;viable;0
FSH3;YOR280C;viable;0
FTH1;YBR207W;viable;0
FTH1;YBR207W;viable;0
FTR1;YER145C;viable;0
FUB1;YCR076C;viable;0
FUI1;YBL042C;viable;0
FUI1;YBL042C;viable;0
FUM1;YPL262W;viable;0
FUN12;YAL035W;viable;0
FUN12;YAL035W;viable;0
FUN14;YAL008W;viable;0
FUN19;YAL034C;viable;0
FUN19;YAL034C;viable;0
FUN26;YAL022C;viable;0
FUN26;YAL022C;viable;0
FUN30;YAL019W;viable;0
FUN30;YAL019W;viable;0
FUN30;YAL019W;viable;0
FUR1;YHR128W;viable;0
FUR1;YHR128W;viable;0
FUR1;YHR128W;viable;0
FUR1;YHR128W;viable;0
FUR4;YBR021W;viable;0
FUR4;YBR021W;viable;0
FUS1;YCL027W;viable;0
FUS2;YMR232W;viable;0
FUS3;YBL016W;viable;0
FYV1;YDR024W;viable;0
FYV1;YDR024W;viable;0
FYV10;YIL097W;viable;0
FYV12;YOR183W;viable;0
FYV4;YHR059W;viable;0
FYV5;YCL058C;viable;0
FYV6;YNL133C;viable;0
FYV7;YLR068W;viable;0
FYV8;YGR196C;viable;0
FYV8;YGR196C;viable;0
FYV8;YGR196C;viable;0
FZF1;YGL254W;viable;0
FZO1;YBR179C;viable;0
GAC1;YOR178C;viable;0
GAD1;YMR250W;viable;0
GAG1;YLR407W;viable;0
GAL1;YBR020W;viable;0
GAL10;YBR019C;viable;0
GAL11;YOL051W;viable;0
GAL2;YLR081W;viable;0
GAL3;YDR009W;viable;0
GAL4;YPL248C;viable;0
GAL7;YBR018C;viable;0
GAL80;YML051W;viable;0
GAL83;YER027C;viable;0
GAP1;YKR039W;viable;0
GAS1;YMR307W;viable;0
GAS2;YLR343W;viable;0
GAS2;YLR343W;viable;0
GAS3;YMR215W;viable;0
GAS4;YOL132W;viable;0
GAS4;YOL132W;viable;0
GAS4;YOL132W;viable;0
GAS5;YOL030W;viable;0
GAT1;YFL021W;viable;0
GAT2;YMR136W;viable;0
GAT3;YLR013W;viable;0
GAT3;YLR013W;viable;0
GAT4;YIR013C;viable;0
GAT4;YIR013C;viable;0
GBP2;YCL011C;viable;0
GCG1;YER163C;viable;0
GCN1;YGL195W;viable;0
GCN1;YGL195W;viable;0
GCN2;YDR283C;viable;0
GCN20;YFR009W;viable;0
GCN3;YKR026C;viable;0
GCN4;YEL009C;viable;0
GCR1;YPL075W;viable;0
GCR2;YNL199C;viable;0
GCS1;YDL226C;viable;0
GCV1;YDR019C;viable;0
GCV2;YMR189W;viable;0
GCV3;YAL044C;viable;0
GCY1;YOR120W;viable;0
GCY1;YOR120W;viable;0
GDA1;YEL042W;viable;0
GDB1;YPR184W;viable;0
GDE1;YPL110C;viable;0
GDE1;YPL110C;viable;0
GDH1;YOR375C;viable;0
GDH2;YDL215C;viable;0
GDH3;YAL062W;viable;0
GDS1;YOR355W;viable;0
GDT1;YBR187W;viable;0
GEA1;YJR031C;viable;0
GEF1;YJR040W;viable;0
GEF1;YJR040W;viable;0
GEM1;YAL048C;viable;0
GEP3;YOR205C;viable;0
GEP4;YHR100C;viable;0
GEP5;YLR091W;viable;0
GEP7;YGL057C;viable;0
GET1;YGL020C;viable;0
GET2;YER083C;viable;0
GET3;YDL100C;viable;0
GET3;YDL100C;viable;0
GET3;YDL100C;viable;0
GET4;YOR164C;viable;0
GEX2;YKR106W;viable;0
GFD1;YMR255W;viable;0
GFD2;YCL036W;viable;0
GFD2;YCL036W;viable;0
GGA1;YDR358W;viable;0
GGA1;YDR358W;viable;0
GGA2;YHR108W;viable;0
GGC1;YDL198C;viable;0
GIC1;YHR061C;viable;0
GIC2;YDR309C;viable;0
GID10;YGR066C;viable;0
GID11;YLR149C;viable;0
GID12;YDL176W;viable;0
GID7;YCL039W;viable;0
GID8;YMR135C;viable;0
GIM3;YNL153C;viable;0
GIM3;YNL153C;viable;0
GIM4;YEL003W;viable;0
GIM4;YEL003W;viable;0
GIM5;YML094W;viable;0
GIM5;YML094W;viable;0
GIN4;YDR507C;viable;0
GIP1;YBR045C;viable;0
GIP1;YBR045C;viable;0
GIP2;YER054C;viable;0
GIP2;YER054C;viable;0
GIP3;YPL137C;viable;0
GIP3;YPL137C;viable;0
GIP4;YAL031C;viable;0
GIP4;YAL031C;viable;0
GIR2;YDR152W;viable;0
GIS1;YDR096W;viable;0
GIS1;YDR096W;viable;0
GIS2;YNL255C;viable;0
GIS3;YLR094C;viable;0
GIS4;YML006C;viable;0
GIT1;YCR098C;viable;0
GLC3;YEL011W;viable;0
GLC8;YMR311C;viable;0
GLD1;YPR109W;viable;0
GLE2;YER107C;viable;0
GLG1;YKR058W;viable;0
GLG2;YJL137C;viable;0
GLK1;YCL040W;viable;0
GLK1;YCL040W;viable;0
GLN3;YER040W;viable;0
GLO1;YML004C;viable;0
GLO1;YML004C;viable;0
GLO1;YML004C;viable;0
GLO2;YDR272W;viable;0
GLO2;YDR272W;viable;0
GLO3;YER122C;viable;0
GLO4;YOR040W;viable;0
GLO4;YOR040W;viable;0
GLR1;YPL091W;viable;0
GLT1;YDL171C;viable;0
GLY1;YEL046C;viable;0
GMC1;YDR506C;viable;0
GMC1;YDR506C;viable;0
GMC2;YLR445W;viable;0
GMC2;YLR445W;viable;0
GMH1;YKR030W;viable;0
GND1;YHR183W;viable;0
GND2;YGR256W;viable;0
GNP1;YDR508C;viable;0
GNT1;YOR320C;viable;0
GON7;YJL184W;viable;0
GON7;YJL184W;viable;0
GOR1;YNL274C;viable;0
GOR1;YNL274C;viable;0
GOR1;YNL274C;viable;0
GOS1;YHL031C;viable;0
GOT1;YMR292W;viable;0
GPA1;YHR005C;viable;0
GPA1;YHR005C;viable;0
GPA2;YER020W;viable;0
GPA2;YER020W;viable;0
GPB1;YOR371C;viable;0
GPB2;YAL056W;viable;0
GPC1;YGR149W;viable;0
GPD1;YDL022W;viable;0
GPD2;YOL059W;viable;0
GPD2;YOL059W;viable;0
GPG1;YGL121C;viable;0
GPG1;YGL121C;viable;0
GPH1;YPR160W;viable;0
GPH1;YPR160W;viable;0
GPI1;YGR216C;viable;0
GPM1;YKL152C;viable;0
GPM2;YDL021W;viable;0
GPM3;YOL056W;viable;0
GPP1;YIL053W;viable;0
GPP2;YER062C;viable;0
GPR1;YDL035C;viable;0
GPR1;YDL035C;viable;0
GPT2;YKR067W;viable;0
GPX1;YKL026C;viable;0
GPX2;YBR244W;viable;0
GRE1;YPL223C;viable;0
GRE2;YOL151W;viable;0
GRE2;YOL151W;viable;0
GRE3;YHR104W;viable;0
GRE3;YHR104W;viable;0
GRH1;YDR517W;viable;0
GRR1;YJR090C;viable;0
GRX1;YCL035C;viable;0
GRX2;YDR513W;viable;0
GRX3;YDR098C;viable;0
GRX4;YER174C;viable;0
GRX5;YPL059W;viable;0
GRX6;YDL010W;viable;0
