Gene;Gene_ID;Phenotype;Essentiality_0_1
SUF17;YNCO0009W;viable;0
SUF2;YNCC0004C;viable;0
SUF20;YNCF0006W;viable;0
SUF23;YNCJ0024W;viable;0
SUF3;YNCD0027C;viable;0
SUF4;YNCG0035W;viable;0
SUF5;YNCO0020C;viable;0
SUF6;YNCN0002C;viable;0
SUF7;YNCM0008C;viable;0
SUF8;YNCH0013C;viable;0
SUF9;YNCF0002W;viable;0
SUL1;YBR294W;viable;0
SUL2;YLR092W;viable;0
SUM1;YDR310C;viable;0
SUN4;YNL066W;viable;0
SUP16;YNCP0012W;viable;0
SUP17;YNCI0006W;viable;0
SUP19;YNCE0015C;viable;0
SUP4;YNCJ0027C;viable;0
SUP5;YNCM0006W;viable;0
SUP51;YNCJ0021C;viable;0
SUP54;YNCG0019W;viable;0
SUP56;YNCA0005W;viable;0
SUP7;YNCJ0010W;viable;0
SUP8;YNCM0037W;viable;0
SUR1;YPL057C;viable;0
SUR2;YDR297W;viable;0
SUR2;YDR297W;viable;0
SUR7;YML052W;viable;0
SUS1;YBR111W-A;viable;0
SUS1;YBR111W-A;viable;0
SUT1;YGL162W;viable;0
SUT2;YPR009W;viable;0
SUV3;YPL029W;viable;0
SVF1;YDR346C;viable;0
SVL3;YPL032C;viable;0
SVP26;YHR181W;viable;0
SVP26;YHR181W;viable;0
SVS1;YPL163C;viable;0
SWA2;YDR320C;viable;0
SWC3;YAL011W;viable;0
SWC5;YBR231C;viable;0
SWC5;YBR231C;viable;0
SWC7;YLR385C;viable;0
SWD1;YAR003W;viable;0
SWD1;YAR003W;viable;0
SWD3;YBR175W;viable;0
SWD3;YBR175W;viable;0
SWE1;YJL187C;viable;0
SWF1;YDR126W;viable;0
SWH1;YAR042W;viable;0
SWH1;YAR042W;viable;0
SWH1;YAR042W;viable;0
SWI3;YJL176C;viable;0
SWI4;YER111C;viable;0
SWI5;YDR146C;viable;0
SWI6;YLR182W;viable;0
SWI6;YLR182W;viable;0
SWI6;YLR182W;viable;0
SWM1;YDR260C;viable;0
SWM1;YDR260C;viable;0
SWM2;YNR004W;viable;0
SWM2;YNR004W;viable;0
SWP82;YFL049W;viable;0
SWP82;YFL049W;viable;0
SWR1;YDR334W;viable;0
SWR1;YDR334W;viable;0
SWS2;YNL081C;viable;0
SWT1;YOR166C;viable;0
SWT21;YNL187W;viable;0
SWT21;YNL187W;viable;0
SXM1;YDR395W;viable;0
SYC1;YOR179C;viable;0
SYF2;YGR129W;viable;0
SYF2;YGR129W;viable;0
SYG1;YIL047C;viable;0
SYH1;YPL105C;viable;0
SYM1;YLR251W;viable;0
SYN8;YAL014C;viable;0
SYO1;YDL063C;viable;0
SYP1;YCR030C;viable;0
SYP1;YCR030C;viable;0
SYS1;YJL004C;viable;0
SYT1;YPR095C;viable;0
TAD1;YGL243W;viable;0
TAE1;YBR261C;viable;0
TAF14;YPL129W;viable;0
TAF7;YMR227C;viable;0
TAG1;YLR173W;viable;0
TAH1;YCR060W;viable;0
TAL1;YLR354C;viable;0
TAN1;YGL232W;viable;0
TAT1;YBR069C;viable;0
TAT1;YBR069C;viable;0
TAT2;YOL020W;viable;0
TAT2;YOL020W;viable;0
TAX4;YJL083W;viable;0
TAZ1;YPR140W;viable;0
TAZ1;YPR140W;viable;0
TBS1;YBR150C;viable;0
TBS1;YBR150C;viable;0
TCA17;YEL048C;viable;0
TCA17;YEL048C;viable;0
TCB1;YOR086C;viable;0
TCB1;YOR086C;viable;0
TCB1;YOR086C;viable;0
TCB1;YOR086C;viable;0
TCB2;YNL087W;viable;0
TCB2;YNL087W;viable;0
TCB2;YNL087W;viable;0
TCB3;YML072C;viable;0
TCB3;YML072C;viable;0
TCD1;YHR003C;viable;0
TCD2;YKL027W;viable;0
TCM62;YBR044C;viable;0
TCO89;YPL180W;viable;0
TDA1;YMR291W;viable;0
TDA10;YGR205W;viable;0
TDA11;YHR159W;viable;0
TDA2;YER071C;viable;0
TDA3;YHR009C;viable;0
TDA3;YHR009C;viable;0
TDA4;YJR116W;viable;0
TDA5;YLR426W;viable;0
TDA6;YPR157W;viable;0
TDA7;YNL176C;viable;0
TDA8;YAL064C-A;viable;0
TDA9;YML081W;viable;0
TDH1;YJL052W;viable;0
TDH2;YJR009C;viable;0
TDH3;YGR192C;viable;0
TDP1;YBR223C;viable;0
TEA1;YOR337W;viable;0
TEC1;YBR083W;viable;0
TED1;YIL039W;viable;0
TEF2;YBR118W;viable;0
TEF4;YKL081W;viable;0
TEL1;YBL088C;viable;0
TEP1;YNL128W;viable;0
TEP1;YNL128W;viable;0
TES1;YJR019C;viable;0
TEX1;YNL253W;viable;0
TEX1;YNL253W;viable;0
TFB5;YDR079C-A;viable;0
TFB6;YOR352W;viable;0
TFC1;YBR123C;viable;0
TFS1;YLR178C;viable;0
TGA1;YNCA0004W;viable;0
TGL1;YKL140W;viable;0
TGL1;YKL140W;viable;0
TGL2;YDR058C;viable;0
TGL3;YMR313C;viable;0
TGL3;YMR313C;viable;0
TGL4;YKR089C;viable;0
TGL4;YKR089C;viable;0
TGL5;YOR081C;viable;0
TGS1;YPL157W;viable;0
THI12;YNL332W;viable;0
THI2;YBR240C;viable;0
THI2;YBR240C;viable;0
THI20;YOL055C;viable;0
THI21;YPL258C;viable;0
THI22;YPR121W;viable;0
THI3;YDL080C;viable;0
THI4;YGR144W;viable;0
THI4;YGR144W;viable;0
THI6;YPL214C;viable;0
THI7;YLR237W;viable;0
THI72;YOR192C;viable;0
THI73;YLR004C;viable;0
THI74;YDR438W;viable;0
THI74;YDR438W;viable;0
THO1;YER063W;viable;0
THO2;YNL139C;viable;0
THO2;YNL139C;viable;0
THP1;YOL072W;viable;0
THP2;YHR167W;viable;0
THP3;YPR045C;viable;0
THR1;YHR025W;viable;0
THR4;YCR053W;viable;0
TIF1;YKR059W;viable;0
TIF2;YJL138C;viable;0
TIF3;YPR163C;viable;0
TIF4631;YGR162W;viable;0
TIF4632;YGL049C;viable;0
TIF4632;YGL049C;viable;0
TIM11;YDR322C-A;viable;0
TIM13;YGR181W;viable;0
TIM13;YGR181W;viable;0
TIM18;YOR297C;viable;0
TIM21;YGR033C;viable;0
TIM21;YGR033C;viable;0
TIM54;YJL054W;viable;0
TIM8;YJR135W-A;viable;0
TIM8;YJR135W-A;viable;0
TIP1;YBR067C;viable;0
TIP41;YPR040W;viable;0
TIR1;YER011W;viable;0
TIR2;YOR010C;viable;0
TIR3;YIL011W;viable;0
TIR4;YOR009W;viable;0
TIS11;YLR136C;viable;0
TIS11;YLR136C;viable;0
TKL1;YPR074C;viable;0
TKL1;YPR074C;viable;0
TKL1;YPR074C;viable;0
TKL2;YBR117C;viable;0
TKL2;YBR117C;viable;0
TLD1;YDR275W;viable;0
TLG2;YOL018C;viable;0
TLG2;YOL018C;viable;0
TMA10;YLR327C;viable;0
TMA108;YIL137C;viable;0
TMA108;YIL137C;viable;0
TMA16;YOR252W;viable;0
TMA17;YDL110C;viable;0
TMA19;YKL056C;viable;0
TMA20;YER007C-A;viable;0
TMA22;YJR014W;viable;0
TMA23;YMR269W;viable;0
TMA46;YOR091W;viable;0
TMA64;YDR117C;viable;0
TMA64;YDR117C;viable;0
TMA7;YLR262C-A;viable;0
TMC1;YOR052C;viable;0
TMH18;YPR098C;viable;0
TML25;YLR118C;viable;0
TMN2;YDR107C;viable;0
TMN3;YER113C;viable;0
TMS1;YDR105C;viable;0
TMT1;YER175C;viable;0
TNA1;YGR260W;viable;0
TOD6;YBL054W;viable;0
TOF1;YNL273W;viable;0
TOF1;YNL273W;viable;0
TOF2;YKR010C;viable;0
TOF2;YKR010C;viable;0
TOF2;YKR010C;viable;0
TOG1;YER184C;viable;0
TOG1;YER184C;viable;0
TOH1;YJL171C;viable;0
TOK1;YJL093C;viable;0
TOK1;YJL093C;viable;0
TOM1;YDR457W;viable;0
TOM20;YGR082W;viable;0
TOM20;YGR082W;viable;0
TOM20;YGR082W;viable;0
TOM22;YNL131W;viable;0
TOM6;YOR045W;viable;0
TOM6;YOR045W;viable;0
TOM7;YNL070W;viable;0
TOM7;YNL070W;viable;0
TOM70;YNL121C;viable;0
TOM70;YNL121C;viable;0
TOM71;YHR117W;viable;0
TOP1;YOL006C;viable;0
TOP3;YLR234W;viable;0
TOR1;YJR066W;viable;0
TOS1;YBR162C;viable;0
TOS2;YGR221C;viable;0
TOS2;YGR221C;viable;0
TOS3;YGL179C;viable;0
TOS4;YLR183C;viable;0
TOS4;YLR183C;viable;0
TOS6;YNL300W;viable;0
TOS7;YOL019W;viable;0
TOS8;YGL096W;viable;0
TOS8;YGL096W;viable;0
TPA1;YER049W;viable;0
TPC1;YGR096W;viable;0
TPD3;YAL016W;viable;0
TPH3;YJL016W;viable;0
TPH3;YJL016W;viable;0
TPK1;YJL164C;viable;0
TPK2;YPL203W;viable;0
TPK3;YKL166C;viable;0
TPM1;YNL079C;viable;0
TPM1;YNL079C;viable;0
TPM2;YIL138C;viable;0
TPO1;YLL028W;viable;0
TPO1;YLL028W;viable;0
TPO2;YGR138C;viable;0
TPO3;YPR156C;viable;0
TPO4;YOR273C;viable;0
TPO5;YKL174C;viable;0
TPP1;YMR156C;viable;0
TPP1;YMR156C;viable;0
TPS1;YBR126C;viable;0
TPS2;YDR074W;viable;0
TPS3;YMR261C;viable;0
TRE1;YPL176C;viable;0
TRE1;YPL176C;viable;0
TRE2;YOR256C;viable;0
TRF5;YNL299W;viable;0
TRI1;YMR233W;viable;0
TRI1;YMR233W;viable;0
TRK1;YJL129C;viable;0
TRK2;YKR050W;viable;0
TRM1;YDR120C;viable;0
TRM10;YOL093W;viable;0
TRM11;YOL124C;viable;0
TRM12;YML005W;viable;0
TRM13;YOL125W;viable;0
TRM2;YKR056W;viable;0
TRM3;YDL112W;viable;0
TRM44;YPL030W;viable;0
TRM5;YHR070W;viable;0
TRM5;YHR070W;viable;0
TRM7;YBR061C;viable;0
TRM732;YMR259C;viable;0
TRM8;YDL201W;viable;0
TRM8;YDL201W;viable;0
TRM82;YDR165W;viable;0
TRM9;YML014W;viable;0
TRN1;YNCA0002W;viable;0
TRP1;YDR007W;viable;0
TRP2;YER090W;viable;0
TRP3;YKL211C;viable;0
TRP4;YDR354W;viable;0
TRP5;YGL026C;viable;0
TRR2;YHR106W;viable;0
TRS33;YOR115C;viable;0
TRS65;YGR166W;viable;0
TRS85;YDR108W;viable;0
TRS85;YDR108W;viable;0
TRX1;YLR043C;viable;0
TRX2;YGR209C;viable;0
TRX3;YCR083W;viable;0
TSA1;YML028W;viable;0
TSA2;YDR453C;viable;0
TSC3;YBR058C-A;viable;0
TSC3;YBR058C-A;viable;0
TSL1;YML100W;viable;0
TSL1;YML100W;viable;0
TSR2;YLR435W;viable;0
TSR3;YOR006C;viable;0
TUB3;YML124C;viable;0
TUF1;YOR187W;viable;0
TUL1;YKL034W;viable;0
TUL1;YKL034W;viable;0
TUM1;YOR251C;viable;0
TUP1;YCR084C;viable;0
TUS1;YLR425W;viable;0
TVP15;YDR100W;viable;0
TVP15;YDR100W;viable;0
TVP18;YMR071C;viable;0
TVP23;YDR084C;viable;0
TVP38;YKR088C;viable;0
TVP38;YKR088C;viable;0
TVS1;YCR061W;viable;0
TVS1;YCR061W;viable;0
TWF1;YGR080W;viable;0
TYC1;YBR296C-A;viable;0
TYC1;YBR296C-A;viable;0
TYE7;YOR344C;viable;0
TYR1;YBR166C;viable;0
TYW1;YPL207W;viable;0
TYW1;YPL207W;viable;0
TYW3;YGL050W;viable;0
UAF30;YOR295W;viable;0
UAF30;YOR295W;viable;0
UBA3;YPR066W;viable;0
UBA4;YHR111W;viable;0
UBC1;YDR177W;viable;0
UBC11;YOR339C;viable;0
UBC12;YLR306W;viable;0
UBC13;YDR092W;viable;0
UBC4;YBR082C;viable;0
UBC5;YDR059C;viable;0
UBC7;YMR022W;viable;0
UBC8;YEL012W;viable;0
UBI4;YLL039C;viable;0
UBP1;YDL122W;viable;0
UBP1;YDL122W;viable;0
UBP11;YKR098C;viable;0
UBP12;YJL197W;viable;0
UBP13;YBL067C;viable;0
UBP14;YBR058C;viable;0
UBP15;YMR304W;viable;0
UBP16;YPL072W;viable;0
UBP2;YOR124C;viable;0
UBP3;YER151C;viable;0
UBP5;YER144C;viable;0
UBP6;YFR010W;viable;0
UBP7;YIL156W;viable;0
UBP8;YMR223W;viable;0
UBP9;YER098W;viable;0
UBR1;YGR184C;viable;0
UBR2;YLR024C;viable;0
UBR2;YLR024C;viable;0
UBS1;YBR165W;viable;0
UBX2;YML013W;viable;0
UBX3;YDL091C;viable;0
UBX4;YMR067C;viable;0
UBX4;YMR067C;viable;0
UBX5;YDR330W;viable;0
UBX6;YJL048C;viable;0
UBX7;YBR273C;viable;0
UCC1;YLR224W;viable;0
UFD2;YDL190C;viable;0
UFD4;YKL010C;viable;0
UFO1;YML088W;viable;0
UGA1;YGR019W;viable;0
UGA3;YDL170W;viable;0
UGA4;YDL210W;viable;0
UGO1;YDR470C;viable;0
UGO1;YDR470C;viable;0
UGX2;YDL169C;viable;0
UIP3;YAR027W;viable;0
UIP4;YPL186C;viable;0
UIP5;YKR044W;viable;0
ULA1;YPL003W;viable;0
ULI1;YFR026C;viable;0
ULI1;YFR026C;viable;0
ULP2;YIL031W;viable;0
ULS1;YOR191W;viable;0
UME1;YPL139C;viable;0
UME6;YDR207C;viable;0
UMP1;YBR173C;viable;0
UNG1;YML021C;viable;0
UPA1;YGR283C;viable;0
UPA2;YMR310C;viable;0
UPC2;YDR213W;viable;0
UPC2;YDR213W;viable;0
UPF3;YGR072W;viable;0
UPF3;YGR072W;viable;0
UPS1;YLR193C;viable;0
UPS2;YLR168C;viable;0
UPS3;YDR185C;viable;0
UPS3;YDR185C;viable;0
URA1;YKL216W;viable;0
URA10;YMR271C;viable;0
URA2;YJL130C;viable;0
URA4;YLR420W;viable;0
URA5;YML106W;viable;0
URA7;YBL039C;viable;0
URA8;YJR103W;viable;0
URC2;YDR520C;viable;0
URC2;YDR520C;viable;0
URE2;YNL229C;viable;0
URH1;YDR400W;viable;0
URH1;YDR400W;viable;0
URK1;YNR012W;viable;0
URM1;YIL008W;viable;0
URM1;YIL008W;viable;0
URN1;YPR152C;viable;0
USA1;YML029W;viable;0
USO1;YDL058W;viable;0
USV1;YPL230W;viable;0
UTH1;YKR042W;viable;0
UTP30;YKR060W;viable;0
UTR1;YJR049C;viable;0
UTR1;YJR049C;viable;0
UTR1;YJR049C;viable;0
UTR2;YEL040W;viable;0
UTR2;YEL040W;viable;0
UTR4;YEL038W;viable;0
UTR5;YEL035C;viable;0
VAB2;YEL005C;viable;0
VAC14;YLR386W;viable;0
VAC17;YCL063W;viable;0
VAC7;YNL054W;viable;0
VAC8;YEL013W;viable;0
VAM10;YOR068C;viable;0
VAM3;YOR106W;viable;0
VAM6;YDL077C;viable;0
VAM7;YGL212W;viable;0
VAM7;YGL212W;viable;0
VAN1;YML115C;viable;0
VBA1;YMR088C;viable;0
VBA1;YMR088C;viable;0
VBA2;YBR293W;viable;0
VBA3;YCL069W;viable;0
VBA4;YDR119W;viable;0
VBA5;YKR105C;viable;0
VCX1;YDL128W;viable;0
VCX1;YDL128W;viable;0
VCX1;YDL128W;viable;0
VEL1;YGL258W;viable;0
VFA1;YER128W;viable;0
VHC1;YBR235W;viable;0
VHR2;YER064C;viable;0
VHS1;YDR247W;viable;0
VHS1;YDR247W;viable;0
VHS2;YIL135C;viable;0
VHS3;YOR054C;viable;0
VHT1;YGR065C;viable;0
VID22;YLR373C;viable;0
VID22;YLR373C;viable;0
VID22;YLR373C;viable;0
VID24;YBR105C;viable;0
VID27;YNL212W;viable;0
VID28;YIL017C;viable;0
VID30;YGL227W;viable;0
VIK1;YPL253C;viable;0
VIP1;YLR410W;viable;0
VIP1;YLR410W;viable;0
VIP1;YLR410W;viable;0
VIR1;YGL036W;viable;0
VLD1;YIR014W;viable;0
VMA1;YDL185W;viable;0
VMA10;YHR039C-A;viable;0
VMA11;YPL234C;viable;0
VMA13;YPR036W;viable;0
VMA16;YHR026W;viable;0
VMA2;YBR127C;viable;0
VMA21;YGR105W;viable;0
VMA22;YHR060W;viable;0
VMA3;YEL027W;viable;0
VMA4;YOR332W;viable;0
VMA5;YKL080W;viable;0
VMA6;YLR447C;viable;0
VMA7;YGR020C;viable;0
VMA8;YEL051W;viable;0
VMA9;YCL005W-A;viable;0
VMR1;YHL035C;viable;0
VMS1;YDR049W;viable;0
VNX1;YNL321W;viable;0
VNX1;YNL321W;viable;0
VNX1;YNL321W;viable;0
VOA1;YGR106C;viable;0
VOA1;YGR106C;viable;0
VPH1;YOR270C;viable;0
VPH2;YKL119C;viable;0
VPR1;YIL152W;viable;0
VPS1;YKR001C;viable;0
VPS13;YLL040C;viable;0
VPS13;YLL040C;viable;0
VPS15;YBR097W;viable;0
VPS16;YPL045W;viable;0
VPS16;YPL045W;viable;0
VPS17;YOR132W;viable;0
VPS20;YMR077C;viable;0
VPS21;YOR089C;viable;0
VPS24;YKL041W;viable;0
VPS25;YJR102C;viable;0
VPS27;YNR006W;viable;0
VPS28;YPL065W;viable;0
VPS29;YHR012W;viable;0
VPS29;YHR012W;viable;0
VPS3;YDR495C;viable;0
VPS30;YPL120W;viable;0
VPS33;YLR396C;viable;0
VPS34;YLR240W;viable;0
VPS34;YLR240W;viable;0
VPS34;YLR240W;viable;0
VPS35;YJL154C;viable;0
VPS36;YLR417W;viable;0
VPS38;YLR360W;viable;0
VPS4;YPR173C;viable;0
VPS41;YDR080W;viable;0
VPS45;YGL095C;viable;0
VPS5;YOR069W;viable;0
VPS501;YKR078W;viable;0
VPS51;YKR020W;viable;0
VPS51;YKR020W;viable;0
VPS52;YDR484W;viable;0
VPS53;YJL029C;viable;0
VPS54;YDR027C;viable;0
VPS55;YJR044C;viable;0
VPS60;YDR486C;viable;0
VPS61;YDR136C;viable;0
VPS62;YGR141W;viable;0
VPS62;YGR141W;viable;0
VPS63;YLR261C;viable;0
VPS64;YDR200C;viable;0
VPS64;YDR200C;viable;0
VPS65;YLR322W;viable;0
VPS68;YOL129W;viable;0
VPS68;YOL129W;viable;0
VPS68;YOL129W;viable;0
VPS69;YPR087W;viable;0
VPS70;YJR126C;viable;0
VPS71;YML041C;viable;0
VPS71;YML041C;viable;0
VPS72;YDR485C;viable;0
VPS72;YDR485C;viable;0
VPS73;YGL104C;viable;0
VPS73;YGL104C;viable;0
VPS74;YDR372C;viable;0
VPS75;YNL246W;viable;0
VPS75;YNL246W;viable;0
VPS8;YAL002W;viable;0
VPS9;YML097C;viable;0
VRL1;YML002W;viable;0
VRP1;YLR337C;viable;0
VSB1;YGR125W;viable;0
VTA1;YLR181C;viable;0
VTC5;YDR089W;viable;0
VTH1;YIL173W;viable;0
VTS1;YOR359W;viable;0
VTS1;YOR359W;viable;0
VVS1;YBR241C;viable;0
WAR1;YML076C;viable;0
WAR1;YML076C;viable;0
WHI2;YOR043W;viable;0
WHI3;YNL197C;viable;0
WHI3;YNL197C;viable;0
WHI3;YNL197C;viable;0
WHI3;YNL197C;viable;0
WHI4;YDL224C;viable;0
WHI5;YOR083W;viable;0
WHI5;YOR083W;viable;0
WSC2;YNL283C;viable;0
WSC3;YOL105C;viable;0
WSC3;YOL105C;viable;0
WSC4;YHL028W;viable;0
WSS1;YHR134W;viable;0
WTM1;YOR230W;viable;0
WTM2;YOR229W;viable;0
WWM1;YFL010C;viable;0
XBP1;YIL101C;viable;0
XBP1;YIL101C;viable;0
XBP1;YIL101C;viable;0
XDJ1;YLR090W;viable;0
XDJ1;YLR090W;viable;0
XKS1;YGR194C;viable;0
XKS1;YGR194C;viable;0
XKS1;YGR194C;viable;0
XPT1;YJR133W;viable;0
XRN1;YGL173C;viable;0
XRS2;YDR369C;viable;0
XYL2;YLR070C;viable;0
YAF9;YNL107W;viable;0
YAK1;YJL141C;viable;0
YAL004W;YAL004W;viable;0
YAL016C-B;YAL016C-B;viable;0
YAL037C-A;YAL037C-A;viable;0
YAL037W;YAL037W;viable;0
YAL042C-A;YAL042C-A;viable;0
YAL045C;YAL045C;viable;0
YAL056C-A;YAL056C-A;viable;0
YAL065C;YAL065C;viable;0
YAL066W;YAL066W;viable;0
YAL067W-A;YAL067W-A;viable;0
YAP1;YML007W;viable;0
YAP1;YML007W;viable;0
YAP1801;YHR161C;viable;0
YAP1802;YGR241C;viable;0
YAP3;YHL009C;viable;0
YAP5;YIR018W;viable;0
YAP6;YDR259C;viable;0
YAP6;YDR259C;viable;0
YAP7;YOL028C;viable;0
YAP7;YOL028C;viable;0
YAR030C;YAR030C;viable;0
YAR035C-A;YAR035C-A;viable;0
YAR047C;YAR047C;viable;0
YAR1;YPL239W;viable;0
YAT1;YAR035W;viable;0
YAT2;YER024W;viable;0
YBL008W-A;YBL008W-A;viable;0
YBL012C;YBL012C;viable;0
YBL028C;YBL028C;viable;0
YBL029C-A;YBL029C-A;viable;0
YBL029W;YBL029W;viable;0
YBL036C;YBL036C;viable;0
YBL044W;YBL044W;viable;0
YBL053W;YBL053W;viable;0
YBL055C;YBL055C;viable;0
YBL055C;YBL055C;viable;0
YBL062W;YBL062W;viable;0
YBL065W;YBL065W;viable;0
YBL070C;YBL070C;viable;0
YBL071C;YBL071C;viable;0
YBL071C-B;YBL071C-B;viable;0
YBL081W;YBL081W;viable;0
YBL083C;YBL083C;viable;0
YBL086C;YBL086C;viable;0
YBL094C;YBL094C;viable;0
YBL096C;YBL096C;viable;0
YBL100C;YBL100C;viable;0
YBL100W-C;YBL100W-C;viable;0
YBP1;YBR216C;viable;0
YBP2;YGL060W;viable;0
YBR012C;YBR012C;viable;0
YBR013C;YBR013C;viable;0
YBR027C;YBR027C;viable;0
YBR032W;YBR032W;viable;0
YBR051W;YBR051W;viable;0
YBR053C;YBR053C;viable;0
YBR062C;YBR062C;viable;0
YBR064W;YBR064W;viable;0
YBR071W;YBR071W;viable;0
YBR072C-A;YBR072C-A;viable;0
YBR085C-A;YBR085C-A;viable;0
YBR090C;YBR090C;viable;0
YBR096W;YBR096W;viable;0
YBR099C;YBR099C;viable;0
YBR113W;YBR113W;viable;0
YBR116C;YBR116C;viable;0
YBR134W;YBR134W;viable;0
YBR134W;YBR134W;viable;0
YBR137W;YBR137W;viable;0
YBR137W;YBR137W;viable;0
YBR137W;YBR137W;viable;0
YBR138C;YBR138C;viable;0
YBR138C;YBR138C;viable;0
YBR138C;YBR138C;viable;0
YBR144C;YBR144C;viable;0
YBR144C;YBR144C;viable;0
YBR174C;YBR174C;viable;0
YBR178W;YBR178W;viable;0
YBR182C-A;YBR182C-A;viable;0
YBR184W;YBR184W;viable;0
YBR184W;YBR184W;viable;0
YBR196C-A;YBR196C-A;viable;0
YBR196C-B;YBR196C-B;viable;0
YBR197C;YBR197C;viable;0
YBR197C;YBR197C;viable;0
YBR200W-A;YBR200W-A;viable;0
YBR206W;YBR206W;viable;0
YBR209W;YBR209W;viable;0
YBR209W;YBR209W;viable;0
YBR219C;YBR219C;viable;0
YBR220C;YBR220C;viable;0
YBR221W-A;YBR221W-A;viable;0
YBR224W;YBR224W;viable;0
YBR225W;YBR225W;viable;0
YBR226C;YBR226C;viable;0
YBR232C;YBR232C;viable;0
YBR232C;YBR232C;viable;0
YBR238C;YBR238C;viable;0
YBR238C;YBR238C;viable;0
YBR242W;YBR242W;viable;0
YBR259W;YBR259W;viable;0
YBR277C;YBR277C;viable;0
YBR284W;YBR284W;viable;0
YBR284W;YBR284W;viable;0
YBR287W;YBR287W;viable;0
YBR292C;YBR292C;viable;0
YBR300C;YBR300C;viable;0
YBT1;YLL048C;viable;0
YCF1;YDR135C;viable;0
YCH1;YGR203W;viable;0
YCK1;YHR135C;viable;0
YCK2;YNL154C;viable;0
YCK3;YER123W;viable;0
YCK3;YER123W;viable;0
YCL001W-A;YCL001W-A;viable;0
YCL001W-B;YCL001W-B;viable;0
YCL002C;YCL002C;viable;0
YCL007C;YCL007C;viable;0
YCL012C;YCL012C;viable;0
YCL022C;YCL022C;viable;0
YCL023C;YCL023C;viable;0
YCL042W;YCL042W;viable;0
YCL046W;YCL046W;viable;0
YCL049C;YCL049C;viable;0
YCL074W;YCL074W;viable;0
YCL075W;YCL075W;viable;0
YCL076W;YCL076W;viable;0
YCP4;YCR004C;viable;0
YCR001W;YCR001W;viable;0
YCR006C;YCR006C;viable;0
YCR022C;YCR022C;viable;0
YCR023C;YCR023C;viable;0
YCR025C;YCR025C;viable;0
YCR043C;YCR043C;viable;0
YCR049C;YCR049C;viable;0
YCR050C;YCR050C;viable;0
YCR051W;YCR051W;viable;0
YCR064C;YCR064C;viable;0
YCR085W;YCR085W;viable;0
YCR087C-A;YCR087C-A;viable;0
YCR087W;YCR087W;viable;0
YCR090C;YCR090C;viable;0
YCR099C;YCR099C;viable;0
YCR101C;YCR101C;viable;0
YCR102C;YCR102C;viable;0
YCR102W-A;YCR102W-A;viable;0
YCT1;YLL055W;viable;0
YCT1;YLL055W;viable;0
YCX1;YDL206W;viable;0
YDC1;YPL087W;viable;0
YDJ1;YNL064C;viable;0
YDJ1;YNL064C;viable;0
YDL009C;YDL009C;viable;0
YDL011C;YDL011C;viable;0
YDL012C;YDL012C;viable;0
YDL023C;YDL023C;viable;0
YDL026W;YDL026W;viable;0
YDL032W;YDL032W;viable;0
YDL034W;YDL034W;viable;0
YDL041W;YDL041W;viable;0
YDL050C;YDL050C;viable;0
YDL057W;YDL057W;viable;0
YDL062W;YDL062W;viable;0
YDL068W;YDL068W;viable;0
YDL071C;YDL071C;viable;0
YDL085C-A;YDL085C-A;viable;0
YDL086W;YDL086W;viable;0
YDL094C;YDL094C;viable;0
YDL109C;YDL109C;viable;0
YDL109C;YDL109C;viable;0
YDL114W;YDL114W;viable;0
YDL114W;YDL114W;viable;0
YDL118W;YDL118W;viable;0
YDL124W;YDL124W;viable;0
YDL124W;YDL124W;viable;0
YDL129W;YDL129W;viable;0
YDL144C;YDL144C;viable;0
YDL158C;YDL158C;viable;0
YDL159W-A;YDL159W-A;viable;0
YDL162C;YDL162C;viable;0
YDL162C;YDL162C;viable;0
YDL172C;YDL172C;viable;0
YDL177C;YDL177C;viable;0
YDL186W;YDL186W;viable;0
YDL186W;YDL186W;viable;0
YDL187C;YDL187C;viable;0
YDL199C;YDL199C;viable;0
YDL211C;YDL211C;viable;0
YDL218W;YDL218W;viable;0
YDL241W;YDL241W;viable;0
YDL242W;YDL242W;viable;0
YDR003W-A;YDR003W-A;viable;0
YDR008C;YDR008C;viable;0
YDR010C;YDR010C;viable;0
YDR015C;YDR015C;viable;0
YDR015C;YDR015C;viable;0
YDR015C;YDR015C;viable;0
YDR015C;YDR015C;viable;0
YDR029W;YDR029W;viable;0
YDR042C;YDR042C;viable;0
YDR042C;YDR042C;viable;0
YDR048C;YDR048C;viable;0
YDR061W;YDR061W;viable;0
YDR094W;YDR094W;viable;0
YDR095C;YDR095C;viable;0
YDR102C;YDR102C;viable;0
YDR109C;YDR109C;viable;0
YDR114C;YDR114C;viable;0
YDR124W;YDR124W;viable;0
YDR131C;YDR131C;viable;0
YDR133C;YDR133C;viable;0
YDR149C;YDR149C;viable;0
YDR154C;YDR154C;viable;0
YDR157W;YDR157W;viable;0
YDR169C-A;YDR169C-A;viable;0
YDR182W-A;YDR182W-A;viable;0
YDR193W;YDR193W;viable;0
YDR194W-A;YDR194W-A;viable;0
YDR199W;YDR199W;viable;0
YDR203W;YDR203W;viable;0
YDR209C;YDR209C;viable;0
YDR215C;YDR215C;viable;0
YDR220C;YDR220C;viable;0
YDR220C;YDR220C;viable;0
YDR222W;YDR222W;viable;0
YDR230W;YDR230W;viable;0
YDR239C;YDR239C;viable;0
YDR246W-A;YDR246W-A;viable;0
YDR248C;YDR248C;viable;0
